order_id,order_date,warehouse_id,product_id,quantity,sales_amount
O012729,2023-12-01,W004,P023,20,9452.2
O012730,2023-12-01,W002,P047,17,20188.18
O012731,2023-12-01,W004,P033,6,2900.7
O012732,2023-12-01,W005,P001,7,5029.22
O012733,2023-12-01,W002,P026,18,29105.64
O012734,2023-12-01,W004,P042,11,4962.21
O012735,2023-12-01,W002,P003,11,2820.62
O012736,2023-12-01,W001,P026,8,12935.84
O012737,2023-12-01,W002,P007,4,4464.44
O012738,2023-12-01,W004,P039,1,974.03
O012739,2023-12-01,W003,P016,6,4900.62
O012740,2023-12-01,W001,P014,12,4338.96
O012741,2023-12-01,W002,P013,8,6460.8
O012742,2023-12-01,W003,P043,8,3855.28
O012743,2023-12-01,W005,P002,8,9297.68
O012744,2023-12-01,W004,P026,13,21020.74
O012745,2023-12-01,W005,P001,4,2873.84
O012746,2023-12-01,W002,P028,9,9750.87
O012747,2023-12-01,W005,P004,8,1447.04
O012748,2023-12-01,W005,P015,10,7524.3
O012749,2023-12-01,W005,P045,16,21190.24
O012750,2023-12-01,W002,P005,3,3027.39
O012751,2023-12-01,W003,P018,5,8150.1
O012752,2023-12-01,W005,P031,1,571.34
O012753,2023-12-01,W003,P032,5,5919.95
O012754,2023-12-01,W003,P006,7,867.65
O012755,2023-12-01,W005,P006,2,247.9
O012756,2023-12-01,W004,P050,18,1688.04
O012757,2023-12-01,W001,P033,8,3867.6
O012758,2023-12-01,W002,P016,8,6534.16
O012759,2023-12-01,W003,P004,14,2532.32
O012760,2023-12-01,W004,P003,9,2307.78
O012761,2023-12-01,W004,P042,10,4511.1
O012762,2023-12-01,W002,P020,20,20497.8
O012763,2023-12-01,W005,P041,4,5477.12
O012764,2023-12-01,W002,P022,3,432.93
O012765,2023-12-01,W005,P045,9,11919.51
O012766,2023-12-01,W004,P042,8,3608.88
O012767,2023-12-01,W002,P022,2,288.62
O012768,2023-12-01,W004,P009,3,1540.74
O012769,2023-12-01,W001,P034,3,927.48
O012770,2023-12-01,W001,P005,7,7063.91
O012771,2023-12-01,W004,P040,9,4462.2
O012772,2023-12-01,W001,P026,9,14552.82
O012773,2023-12-01,W005,P034,1,309.16
O012774,2023-12-01,W001,P037,4,373.32
O012775,2023-12-01,W003,P012,8,3720.4
O012776,2023-12-01,W005,P026,18,29105.64
O012777,2023-12-01,W003,P004,11,1989.68
O012778,2023-12-01,W004,P036,3,3101.37
O012779,2023-12-01,W004,P036,4,4135.16
O012780,2023-12-01,W001,P019,1,427.14
O012781,2023-12-01,W004,P015,9,6771.87
O012782,2023-12-01,W002,P004,19,3436.72
O012783,2023-12-01,W001,P018,5,8150.1
O012784,2023-12-01,W005,P002,11,12784.31
O012785,2023-12-01,W005,P001,4,2873.84
O012786,2023-12-01,W001,P004,15,2713.2
O012787,2023-12-01,W004,P012,8,3720.4
O012788,2023-12-01,W001,P031,1,571.34
O012789,2023-12-01,W002,P042,14,6315.54
O012790,2023-12-01,W004,P019,3,1281.42
O012791,2023-12-01,W004,P040,10,4958.0
O012792,2023-12-01,W005,P034,2,618.32
O012793,2023-12-01,W001,P015,4,3009.72
O012794,2023-12-01,W004,P015,10,7524.3
O012795,2023-12-01,W001,P022,4,577.24
O012796,2023-12-01,W002,P039,2,1948.06
O012797,2023-12-01,W002,P009,9,4622.22
O012798,2023-12-01,W002,P050,15,1406.7
O012799,2023-12-01,W003,P003,8,2051.36
O012800,2023-12-01,W003,P038,5,5907.0
O012801,2023-12-01,W005,P044,14,16464.42
O012802,2023-12-01,W004,P050,16,1500.48
O012803,2023-12-01,W003,P016,3,2450.31
O012804,2023-12-01,W005,P035,17,3681.01
O012805,2023-12-01,W003,P024,13,6803.68
O012806,2023-12-01,W004,P035,6,1299.18
O012807,2023-12-01,W001,P031,2,1142.68
O012808,2023-12-01,W003,P049,8,6369.12
O012809,2023-12-01,W002,P026,18,29105.64
O012810,2023-12-01,W005,P034,2,618.32
O012811,2023-12-01,W004,P023,16,7561.76
O012812,2023-12-01,W003,P042,5,2255.55
O012813,2023-12-01,W003,P022,10,1443.1
O012814,2023-12-01,W002,P035,20,4330.6
O012815,2023-12-01,W003,P003,5,1282.1
O012816,2023-12-01,W004,P048,19,22243.68
O012817,2023-12-01,W001,P040,2,991.6
O012818,2023-12-01,W002,P008,19,5544.01
O012819,2023-12-01,W002,P007,1,1116.11
O012820,2023-12-01,W002,P050,16,1500.48
O012821,2023-12-01,W005,P046,5,1331.75
O012822,2023-12-01,W003,P013,11,8883.6
O012823,2023-12-01,W002,P008,16,4668.64
O012824,2023-12-01,W004,P038,8,9451.2
O012825,2023-12-01,W003,P002,8,9297.68
O012826,2023-12-01,W001,P006,6,743.7
O012827,2023-12-01,W004,P002,7,8135.47
O012828,2023-12-01,W005,P044,11,12936.33
O012829,2023-12-01,W002,P021,2,496.86
O012830,2023-12-01,W001,P028,10,10834.3
O012831,2023-12-01,W002,P025,1,746.39
O012832,2023-12-01,W005,P014,7,2531.06
O012833,2023-12-01,W004,P048,13,15219.36
O012834,2023-12-01,W002,P049,8,6369.12
O012835,2023-12-01,W004,P015,5,3762.15
O012836,2023-12-01,W001,P025,1,746.39
O012837,2023-12-01,W003,P004,9,1627.92
O012838,2023-12-01,W002,P007,1,1116.11
O012839,2023-12-01,W001,P031,1,571.34
O012840,2023-12-01,W004,P008,14,4085.06
O012841,2023-12-01,W003,P030,6,778.26
O012842,2023-12-01,W001,P022,3,432.93
O012843,2023-12-01,W005,P043,16,7710.56
O012844,2023-12-01,W001,P036,3,3101.37
O012845,2023-12-01,W005,P046,5,1331.75
O012846,2023-12-01,W001,P049,7,5572.98
O012847,2023-12-01,W004,P050,19,1781.82
O012848,2023-12-01,W002,P041,7,9584.96
O012849,2023-12-01,W002,P027,12,19644.72
O012850,2023-12-01,W003,P039,3,2922.09
O012851,2023-12-01,W001,P031,4,2285.36
O012852,2023-12-01,W002,P024,10,5233.6
O012853,2023-12-01,W003,P008,12,3501.48
O012854,2023-12-01,W001,P010,10,6328.6
O012855,2023-12-01,W005,P049,8,6369.12
O012856,2023-12-01,W004,P007,1,1116.11
O012857,2023-12-01,W004,P027,15,24555.9
O012858,2023-12-01,W004,P002,10,11622.1
O012859,2023-12-01,W003,P038,4,4725.6
O012860,2023-12-01,W002,P024,19,9943.84
O012861,2023-12-01,W004,P029,3,529.95
O012862,2023-12-01,W001,P043,14,6746.74
O012863,2023-12-01,W005,P003,16,4102.72
O012864,2023-12-01,W004,P006,9,1115.55
O012865,2023-12-01,W003,P013,9,7268.4
O012866,2023-12-01,W002,P046,20,5327.0
O012867,2023-12-01,W005,P040,9,4462.2
O012868,2023-12-01,W003,P011,17,13775.95
O012869,2023-12-01,W001,P021,4,993.72
O012870,2023-12-01,W005,P040,10,4958.0
O012871,2023-12-01,W005,P046,8,2130.8
O012872,2023-12-01,W004,P047,12,14250.48
O012873,2023-12-01,W001,P031,1,571.34
O012874,2023-12-01,W003,P008,7,2042.53
O012875,2023-12-01,W001,P017,10,1978.1
O012876,2023-12-01,W003,P008,10,2917.9
O012877,2023-12-01,W003,P045,14,18541.46
O012878,2023-12-01,W003,P020,18,18448.02
O012879,2023-12-01,W004,P014,7,2531.06
O012880,2023-12-01,W002,P029,1,176.65
O012881,2023-12-01,W004,P046,13,3462.55
O012882,2023-12-01,W001,P037,1,93.33
O012883,2023-12-01,W004,P026,15,24254.7
O012884,2023-12-01,W003,P021,1,248.43
O012885,2023-12-01,W005,P023,20,9452.2
O012886,2023-12-01,W001,P013,13,10498.8
O012887,2023-12-01,W001,P008,7,2042.53
O012888,2023-12-01,W004,P026,7,11318.86
O012889,2023-12-01,W004,P002,17,19757.57
O012890,2023-12-01,W001,P014,6,2169.48
O012891,2023-12-01,W001,P007,2,2232.22
O012892,2023-12-01,W004,P014,12,4338.96
O012893,2023-12-01,W001,P043,7,3373.37
O012894,2023-12-01,W004,P011,5,4051.75
O012895,2023-12-01,W002,P021,4,993.72
O012896,2023-12-01,W005,P025,3,2239.17
O012897,2023-12-01,W004,P017,5,989.05
O012898,2023-12-01,W001,P005,3,3027.39
O012899,2023-12-01,W003,P019,2,854.28
O012900,2023-12-01,W004,P047,6,7125.24
O012901,2023-12-01,W004,P036,4,4135.16
O012902,2023-12-01,W003,P005,3,3027.39
O012903,2023-12-01,W004,P018,5,8150.1
O012904,2023-12-01,W003,P049,4,3184.56
O012905,2023-12-01,W003,P043,7,3373.37
O012906,2023-12-01,W001,P017,20,3956.2
O012907,2023-12-01,W003,P019,4,1708.56
O012908,2023-12-01,W004,P010,13,8227.18
O012909,2023-12-01,W005,P010,9,5695.74
O012910,2023-12-01,W002,P004,18,3255.84
O012911,2023-12-01,W003,P009,3,1540.74
O012912,2023-12-01,W001,P028,13,14084.59
O012913,2023-12-01,W004,P004,12,2170.56
O012914,2023-12-01,W005,P039,3,2922.09
O012915,2023-12-01,W001,P041,7,9584.96
O012916,2023-12-01,W005,P010,12,7594.32
O012917,2023-12-01,W003,P045,18,23839.02
O012918,2023-12-01,W004,P021,2,496.86
O012919,2023-12-01,W001,P049,9,7165.26
O012920,2023-12-01,W003,P028,13,14084.59
O012921,2023-12-01,W003,P013,12,9691.2
O012922,2023-12-01,W001,P028,13,14084.59
O012923,2023-12-01,W005,P021,1,248.43
O012924,2023-12-01,W004,P003,15,3846.3
O012925,2023-12-01,W003,P007,1,1116.11
O012926,2023-12-01,W002,P031,1,571.34
O012927,2023-12-01,W002,P042,14,6315.54
O012928,2023-12-01,W004,P048,12,14048.64
O012929,2023-12-01,W001,P049,2,1592.28
O012930,2023-12-01,W004,P035,6,1299.18
O012931,2023-12-01,W004,P035,18,3897.54
O012932,2023-12-01,W005,P044,15,17640.45
O012933,2023-12-01,W004,P048,17,19902.24
O012934,2023-12-01,W001,P008,12,3501.48
O012935,2023-12-01,W001,P018,3,4890.06
O012936,2023-12-01,W003,P041,6,8215.68
O012937,2023-12-01,W003,P032,6,7103.94
O012938,2023-12-01,W004,P016,5,4083.85
O012939,2023-12-01,W003,P045,12,15892.68
O012940,2023-12-01,W003,P042,20,9022.2
O012941,2023-12-01,W002,P028,20,21668.6
O012942,2023-12-01,W001,P007,4,4464.44
O012943,2023-12-01,W005,P050,16,1500.48
O012944,2023-12-01,W002,P024,12,6280.32
O012945,2023-12-01,W001,P043,20,9638.2
O012946,2023-12-01,W003,P004,13,2351.44
O012947,2023-12-01,W001,P037,2,186.66
O012948,2023-12-01,W004,P002,7,8135.47
O012949,2023-12-01,W001,P034,3,927.48
O012950,2023-12-01,W005,P026,19,30722.62
O012951,2023-12-01,W003,P042,5,2255.55
O012952,2023-12-01,W005,P023,10,4726.1
O012953,2023-12-01,W005,P002,15,17433.15
O012954,2023-12-01,W003,P003,16,4102.72
O012955,2023-12-01,W004,P037,2,186.66
O012956,2023-12-01,W005,P005,10,10091.3
O012957,2023-12-01,W003,P029,2,353.3
O012958,2023-12-01,W004,P026,6,9701.88
O012959,2023-12-01,W004,P014,10,3615.8
O012960,2023-12-01,W003,P005,8,8073.04
O012961,2023-12-01,W001,P006,7,867.65
O012962,2023-12-01,W003,P003,17,4359.14
O012963,2023-12-01,W002,P048,20,23414.4
O012964,2023-12-01,W005,P042,5,2255.55
O012965,2023-12-01,W005,P035,6,1299.18
O012966,2023-12-01,W004,P033,5,2417.25
O012967,2023-12-01,W001,P049,3,2388.42
O012968,2023-12-01,W002,P043,8,3855.28
O012969,2023-12-01,W004,P038,7,8269.8
O012970,2023-12-01,W005,P009,10,5135.8
O012971,2023-12-01,W002,P050,10,937.8
O012972,2023-12-01,W002,P016,3,2450.31
O012973,2023-12-01,W002,P022,8,1154.48
O012974,2023-12-01,W004,P032,4,4735.96
O012975,2023-12-01,W003,P001,5,3592.3
O012976,2023-12-01,W005,P023,18,8506.98
O012977,2023-12-01,W001,P028,10,10834.3
O012978,2023-12-01,W004,P045,8,10595.12
O012979,2023-12-01,W003,P006,5,619.75
O012980,2023-12-01,W003,P012,9,4185.45
O012981,2023-12-01,W004,P013,9,7268.4
O012982,2023-12-01,W002,P021,4,993.72
O012983,2023-12-01,W002,P045,20,26487.8
O012984,2023-12-01,W003,P012,3,1395.15
O012985,2023-12-01,W003,P047,9,10687.86
O012986,2023-12-01,W001,P039,3,2922.09
O012987,2023-12-01,W002,P003,19,4871.98
O012988,2023-12-01,W005,P016,9,7350.93
O012989,2023-12-01,W003,P008,16,4668.64
O012990,2023-12-01,W005,P030,3,389.13
O012991,2023-12-01,W005,P046,14,3728.9
O012992,2023-12-01,W002,P022,2,288.62
O012993,2023-12-01,W003,P037,2,186.66
O012994,2023-12-01,W003,P015,2,1504.86
O012995,2023-12-01,W005,P024,16,8373.76
O012996,2023-12-01,W005,P032,9,10655.91
O012997,2023-12-01,W005,P046,12,3196.2
O012998,2023-12-01,W004,P019,2,854.28
O012999,2023-12-01,W004,P014,19,6870.02
O013000,2023-12-01,W005,P023,19,8979.59
O013001,2023-12-01,W002,P015,10,7524.3
O013002,2023-12-01,W001,P028,7,7584.01
O013003,2023-12-01,W002,P038,4,4725.6
O013004,2023-12-01,W001,P016,7,5717.39
O013005,2023-12-01,W001,P007,1,1116.11
O013006,2023-12-01,W002,P042,11,4962.21
O013007,2023-12-01,W001,P007,1,1116.11
O013008,2023-12-01,W004,P022,5,721.55
O013009,2023-12-01,W003,P049,2,1592.28
O013010,2023-12-01,W002,P017,17,3362.77
O013011,2023-12-01,W005,P018,10,16300.2
O013012,2023-12-01,W003,P046,8,2130.8
O013013,2023-12-01,W002,P014,9,3254.22
O013014,2023-12-01,W002,P012,5,2325.25
O013015,2023-12-01,W002,P003,20,5128.4
O013016,2023-12-01,W002,P034,3,927.48
O013017,2023-12-01,W004,P004,14,2532.32
O013018,2023-12-01,W002,P038,3,3544.2
O013019,2023-12-01,W002,P031,1,571.34
O013020,2023-12-01,W005,P023,19,8979.59
O013021,2023-12-01,W005,P014,20,7231.6
O013022,2023-12-01,W005,P011,8,6482.8
O013023,2023-12-01,W002,P008,18,5252.22
O013024,2023-12-01,W005,P012,4,1860.2
O013025,2023-12-01,W004,P042,6,2706.66
O013026,2023-12-01,W005,P001,5,3592.3
O013027,2023-12-01,W004,P005,7,7063.91
O013028,2023-12-01,W001,P040,5,2479.0
O013029,2023-12-01,W001,P029,3,529.95
O013030,2023-12-01,W003,P046,12,3196.2
O013031,2023-12-01,W005,P001,5,3592.3
O013032,2023-12-01,W004,P041,6,8215.68
O013033,2023-12-01,W004,P048,12,14048.64
O013034,2023-12-01,W005,P008,8,2334.32
O013035,2023-12-01,W002,P014,19,6870.02
O013036,2023-12-01,W001,P043,13,6264.83
O013037,2023-12-01,W005,P018,8,13040.16
O013038,2023-12-01,W002,P020,16,16398.24
O013039,2023-12-01,W003,P020,5,5124.45
O013040,2023-12-01,W004,P032,2,2367.98
O013041,2023-12-01,W001,P021,2,496.86
O013042,2023-12-01,W003,P021,2,496.86
O013043,2023-12-01,W002,P017,8,1582.48
O013044,2023-12-01,W001,P050,5,468.9
O013045,2023-12-01,W005,P012,5,2325.25
O013046,2023-12-01,W005,P021,1,248.43
O013047,2023-12-01,W002,P047,13,15438.02
O013048,2023-12-01,W004,P031,2,1142.68
O013049,2023-12-01,W003,P033,9,4351.05
O013050,2023-12-01,W003,P015,9,6771.87
O013051,2023-12-01,W001,P024,18,9420.48
O013052,2023-12-01,W003,P007,3,3348.33
O013053,2023-12-01,W002,P014,6,2169.48
O013054,2023-12-01,W004,P050,5,468.9
O013055,2023-12-01,W004,P027,18,29467.08
O013056,2023-12-01,W004,P004,17,3074.96
O013057,2023-12-01,W002,P049,5,3980.7
O013058,2023-12-01,W001,P007,1,1116.11
O013059,2023-12-01,W004,P045,7,9270.73
O013060,2023-12-01,W001,P038,7,8269.8
O013061,2023-12-01,W003,P048,12,14048.64
O013062,2023-12-01,W001,P039,2,1948.06
O013063,2023-12-01,W004,P014,8,2892.64
O013064,2023-12-01,W002,P017,6,1186.86
O013065,2023-12-01,W002,P032,9,10655.91
O013066,2023-12-01,W005,P005,9,9082.17
O013067,2023-12-01,W001,P050,11,1031.58
O013068,2023-12-01,W004,P037,2,186.66
O013069,2023-12-01,W001,P027,8,13096.48
O013070,2023-12-01,W005,P038,4,4725.6
O013071,2023-12-01,W001,P001,6,4310.76
O013072,2023-12-01,W003,P034,2,618.32
O013073,2023-12-01,W001,P031,2,1142.68
O013074,2023-12-01,W001,P026,10,16169.8
O013075,2023-12-01,W003,P029,3,529.95
O013076,2023-12-01,W002,P020,18,18448.02
O013077,2023-12-01,W005,P018,9,14670.18
O013078,2023-12-01,W002,P010,16,10125.76
O013079,2023-12-01,W003,P004,18,3255.84
O013080,2023-12-01,W003,P009,2,1027.16
O013081,2023-12-01,W003,P046,12,3196.2
O013082,2023-12-01,W004,P029,1,176.65
O013083,2023-12-01,W002,P002,19,22081.99
O013084,2023-12-01,W002,P048,6,7024.32
O013085,2023-12-01,W005,P023,20,9452.2
O013086,2023-12-01,W005,P043,5,2409.55
O013087,2023-12-01,W002,P021,3,745.29
O013088,2023-12-01,W001,P035,8,1732.24
O013089,2023-12-01,W005,P039,4,3896.12
O013090,2023-12-01,W005,P048,13,15219.36
O013091,2023-12-01,W003,P021,4,993.72
O013092,2023-12-01,W003,P046,19,5060.65
O013093,2023-12-01,W005,P050,7,656.46
O013094,2023-12-01,W004,P017,14,2769.34
O013095,2023-12-01,W002,P003,15,3846.3
O013096,2023-12-01,W003,P004,16,2894.08
O013097,2023-12-01,W001,P024,15,7850.4
O013098,2023-12-01,W004,P031,3,1714.02
O013099,2023-12-01,W001,P037,2,186.66
O013100,2023-12-01,W001,P008,17,4960.43
O013101,2023-12-01,W004,P021,2,496.86
O013102,2023-12-01,W001,P002,7,8135.47
O013103,2023-12-01,W002,P017,7,1384.67
O013104,2023-12-01,W003,P003,16,4102.72
O013105,2023-12-01,W005,P004,17,3074.96
O013106,2023-12-01,W004,P002,7,8135.47
O013107,2023-12-01,W003,P018,8,13040.16
O013108,2023-12-01,W003,P020,13,13323.57
O013109,2023-12-01,W001,P004,5,904.4
O013110,2023-12-01,W001,P019,1,427.14
O013111,2023-12-01,W001,P019,4,1708.56
O013112,2023-12-01,W003,P023,13,6143.93
O013113,2023-12-01,W005,P030,8,1037.68
O013114,2023-12-01,W005,P014,14,5062.12
O013115,2023-12-01,W005,P029,3,529.95
O013116,2023-12-01,W002,P024,18,9420.48
O013117,2023-12-01,W001,P019,2,854.28
O013118,2023-12-01,W003,P026,18,29105.64
O013119,2023-12-01,W002,P021,4,993.72
O013120,2023-12-01,W004,P004,7,1266.16
O013121,2023-12-01,W002,P034,1,309.16
O013122,2023-12-01,W004,P039,3,2922.09
O013123,2023-12-01,W001,P006,10,1239.5
O013124,2023-12-01,W001,P011,8,6482.8
O013125,2023-12-01,W004,P023,10,4726.1
O013126,2023-12-01,W003,P004,8,1447.04
O013127,2023-12-01,W003,P037,3,279.99
O013128,2023-12-01,W005,P002,14,16270.94
O013129,2023-12-01,W002,P007,3,3348.33
O013130,2023-12-01,W001,P029,1,176.65
O013131,2023-12-01,W004,P017,7,1384.67
O013132,2023-12-01,W004,P044,13,15288.39
O013133,2023-12-01,W004,P031,4,2285.36
O013134,2023-12-01,W002,P050,8,750.24
O013135,2023-12-01,W001,P045,12,15892.68
O013136,2023-12-01,W002,P045,12,15892.68
O013137,2023-12-01,W001,P038,9,10632.6
O013138,2023-12-01,W004,P031,1,571.34
O013139,2023-12-01,W002,P024,14,7327.04
O013140,2023-12-01,W004,P007,4,4464.44
O013141,2023-12-01,W005,P017,14,2769.34
O013142,2023-12-01,W003,P025,4,2985.56
O013143,2023-12-01,W003,P024,10,5233.6
O013144,2023-12-01,W003,P044,14,16464.42
O013145,2023-12-01,W001,P043,12,5782.92
O013146,2023-12-01,W002,P033,3,1450.35
O013147,2023-12-01,W001,P016,9,7350.93
O013148,2023-12-01,W002,P018,6,9780.12
O013149,2023-12-01,W004,P046,10,2663.5
O013150,2023-12-01,W005,P030,7,907.97
O013151,2023-12-01,W005,P006,6,743.7
O013152,2023-12-01,W003,P034,3,927.48
O013153,2023-12-01,W001,P001,6,4310.76
O013154,2023-12-01,W004,P022,10,1443.1
O013155,2023-12-01,W003,P026,12,19403.76
O013156,2023-12-01,W005,P010,14,8860.04
O013157,2023-12-01,W005,P048,20,23414.4
O013158,2023-12-01,W005,P002,20,23244.2
O013159,2023-12-01,W002,P031,4,2285.36
O013160,2023-12-01,W004,P027,13,21281.78
O013161,2023-12-01,W005,P031,2,1142.68
O013162,2023-12-01,W004,P034,1,309.16
O013163,2023-12-01,W003,P016,6,4900.62
O013164,2023-12-01,W002,P023,8,3780.88
O013165,2023-12-01,W005,P007,4,4464.44
O013166,2023-12-01,W001,P028,9,9750.87
O013167,2023-12-01,W005,P037,4,373.32
O013168,2023-12-01,W003,P029,4,706.6
O013169,2023-12-01,W004,P028,18,19501.74
O013170,2023-12-01,W004,P049,2,1592.28
O013171,2023-12-01,W005,P006,3,371.85
O013172,2023-12-01,W005,P013,16,12921.6
O013173,2023-12-01,W002,P025,3,2239.17
O013174,2023-12-01,W002,P022,5,721.55
O013175,2023-12-01,W001,P029,4,706.6
O013176,2023-12-01,W005,P032,2,2367.98
O013177,2023-12-01,W005,P023,18,8506.98
O013178,2023-12-01,W004,P021,1,248.43
O013179,2023-12-01,W001,P041,7,9584.96
O013180,2023-12-01,W004,P047,11,13062.94
O013181,2023-12-01,W005,P042,18,8119.98
O013182,2023-12-01,W004,P003,14,3589.88
O013183,2023-12-01,W003,P029,4,706.6
O013184,2023-12-01,W004,P008,13,3793.27
O013185,2023-12-01,W001,P023,19,8979.59
O013186,2023-12-01,W004,P004,9,1627.92
O013187,2023-12-01,W003,P048,5,5853.6
O013188,2023-12-01,W001,P024,16,8373.76
O013189,2023-12-01,W003,P017,14,2769.34
O013190,2023-12-01,W001,P041,10,13692.8
O013191,2023-12-01,W003,P030,7,907.97
O013192,2023-12-01,W002,P024,17,8897.12
O013193,2023-12-01,W002,P032,6,7103.94
O013194,2023-12-01,W003,P048,13,15219.36
O013195,2023-12-01,W003,P022,7,1010.17
O013196,2023-12-01,W004,P025,4,2985.56
O013197,2023-12-01,W002,P016,7,5717.39
O013198,2023-12-01,W003,P012,2,930.1
O013199,2023-12-01,W003,P002,15,17433.15
O013200,2023-12-01,W002,P050,5,468.9
O013201,2024-01-01,W004,P011,20,16207.0
O013202,2024-01-01,W004,P009,10,5135.8
O013203,2024-01-01,W002,P031,4,2285.36
O013204,2024-01-01,W005,P021,4,993.72
O013205,2024-01-01,W001,P046,13,3462.55
O013206,2024-01-01,W002,P048,18,21072.96
O013207,2024-01-01,W004,P002,12,13946.52
O013208,2024-01-01,W004,P028,5,5417.15
O013209,2024-01-01,W002,P050,19,1781.82
O013210,2024-01-01,W004,P044,14,16464.42
O013211,2024-01-01,W003,P035,10,2165.3
O013212,2024-01-01,W005,P019,2,854.28
O013213,2024-01-01,W003,P003,6,1538.52
O013214,2024-01-01,W004,P039,4,3896.12
O013215,2024-01-01,W001,P028,16,17334.88
O013216,2024-01-01,W002,P031,4,2285.36
O013217,2024-01-01,W004,P044,13,15288.39
O013218,2024-01-01,W002,P018,9,14670.18
O013219,2024-01-01,W001,P027,14,22918.84
O013220,2024-01-01,W005,P005,3,3027.39
O013221,2024-01-01,W004,P013,18,14536.8
O013222,2024-01-01,W005,P022,2,288.62
O013223,2024-01-01,W004,P012,7,3255.35
O013224,2024-01-01,W005,P012,7,3255.35
O013225,2024-01-01,W001,P007,4,4464.44
O013226,2024-01-01,W005,P005,7,7063.91
O013227,2024-01-01,W004,P040,9,4462.2
O013228,2024-01-01,W005,P004,20,3617.6
O013229,2024-01-01,W005,P033,4,1933.8
O013230,2024-01-01,W002,P004,20,3617.6
O013231,2024-01-01,W001,P002,7,8135.47
O013232,2024-01-01,W002,P014,14,5062.12
O013233,2024-01-01,W005,P002,9,10459.89
O013234,2024-01-01,W002,P050,20,1875.6
O013235,2024-01-01,W003,P015,4,3009.72
O013236,2024-01-01,W004,P037,2,186.66
O013237,2024-01-01,W003,P040,6,2974.8
O013238,2024-01-01,W001,P036,2,2067.58
O013239,2024-01-01,W001,P045,17,22514.63
O013240,2024-01-01,W005,P041,7,9584.96
O013241,2024-01-01,W005,P040,3,1487.4
O013242,2024-01-01,W001,P042,10,4511.1
O013243,2024-01-01,W005,P020,18,18448.02
O013244,2024-01-01,W003,P003,12,3077.04
O013245,2024-01-01,W001,P007,2,2232.22
O013246,2024-01-01,W005,P030,3,389.13
O013247,2024-01-01,W003,P028,16,17334.88
O013248,2024-01-01,W005,P023,8,3780.88
O013249,2024-01-01,W001,P042,9,4059.99
O013250,2024-01-01,W001,P013,12,9691.2
O013251,2024-01-01,W005,P048,6,7024.32
O013252,2024-01-01,W003,P039,4,3896.12
O013253,2024-01-01,W004,P044,18,21168.54
O013254,2024-01-01,W005,P017,9,1780.29
O013255,2024-01-01,W002,P037,3,279.99
O013256,2024-01-01,W002,P036,5,5168.95
O013257,2024-01-01,W004,P023,14,6616.54
O013258,2024-01-01,W002,P034,3,927.48
O013259,2024-01-01,W004,P016,9,7350.93
O013260,2024-01-01,W004,P016,6,4900.62
O013261,2024-01-01,W005,P041,7,9584.96
O013262,2024-01-01,W001,P048,12,14048.64
O013263,2024-01-01,W001,P047,10,11875.4
O013264,2024-01-01,W004,P031,2,1142.68
O013265,2024-01-01,W001,P030,5,648.55
O013266,2024-01-01,W001,P026,10,16169.8
O013267,2024-01-01,W003,P003,15,3846.3
O013268,2024-01-01,W003,P013,10,8076.0
O013269,2024-01-01,W004,P029,2,353.3
O013270,2024-01-01,W003,P042,14,6315.54
O013271,2024-01-01,W005,P016,9,7350.93
O013272,2024-01-01,W002,P026,19,30722.62
O013273,2024-01-01,W004,P038,5,5907.0
O013274,2024-01-01,W005,P043,13,6264.83
O013275,2024-01-01,W005,P006,4,495.8
O013276,2024-01-01,W005,P028,19,20585.17
O013277,2024-01-01,W002,P033,9,4351.05
O013278,2024-01-01,W004,P017,20,3956.2
O013279,2024-01-01,W005,P025,1,746.39
O013280,2024-01-01,W001,P019,1,427.14
O013281,2024-01-01,W004,P025,2,1492.78
O013282,2024-01-01,W005,P025,4,2985.56
O013283,2024-01-01,W003,P012,6,2790.3
O013284,2024-01-01,W001,P048,15,17560.8
O013285,2024-01-01,W004,P015,3,2257.29
O013286,2024-01-01,W005,P004,9,1627.92
O013287,2024-01-01,W001,P019,1,427.14
O013288,2024-01-01,W003,P005,2,2018.26
O013289,2024-01-01,W004,P007,1,1116.11
O013290,2024-01-01,W002,P039,3,2922.09
O013291,2024-01-01,W002,P045,12,15892.68
O013292,2024-01-01,W004,P004,10,1808.8
O013293,2024-01-01,W004,P024,19,9943.84
O013294,2024-01-01,W005,P007,3,3348.33
O013295,2024-01-01,W005,P026,12,19403.76
O013296,2024-01-01,W003,P021,1,248.43
O013297,2024-01-01,W001,P038,5,5907.0
O013298,2024-01-01,W003,P014,7,2531.06
O013299,2024-01-01,W001,P002,8,9297.68
O013300,2024-01-01,W003,P033,6,2900.7
O013301,2024-01-01,W003,P026,19,30722.62
O013302,2024-01-01,W002,P006,5,619.75
O013303,2024-01-01,W004,P004,6,1085.28
O013304,2024-01-01,W001,P043,19,9156.29
O013305,2024-01-01,W003,P037,2,186.66
O013306,2024-01-01,W001,P029,3,529.95
O013307,2024-01-01,W004,P002,20,23244.2
O013308,2024-01-01,W002,P001,4,2873.84
O013309,2024-01-01,W001,P046,19,5060.65
O013310,2024-01-01,W002,P030,5,648.55
O013311,2024-01-01,W002,P039,4,3896.12
O013312,2024-01-01,W001,P006,2,247.9
O013313,2024-01-01,W001,P043,14,6746.74
O013314,2024-01-01,W005,P011,18,14586.3
