snapshot_date,warehouse_id,product_id,stock_on_hand
2023-08-01,W005,P024,99
2023-08-01,W005,P025,587
2023-08-01,W005,P026,65
2023-08-01,W005,P027,83
2023-08-01,W005,P028,149
2023-08-01,W005,P029,433
2023-08-01,W005,P030,264
2023-08-01,W005,P031,409
2023-08-01,W005,P032,446
2023-08-01,W005,P033,1100
2023-08-01,W005,P034,402
2023-08-01,W005,P035,65
2023-08-01,W005,P036,184
2023-08-01,W005,P037,337
2023-08-01,W005,P038,1060
2023-08-01,W005,P039,388
2023-08-01,W005,P040,526
2023-08-01,W005,P041,172
2023-08-01,W005,P042,137
2023-08-01,W005,P043,90
2023-08-01,W005,P044,270
2023-08-01,W005,P045,94
2023-08-01,W005,P046,140
2023-08-01,W005,P047,232
2023-08-01,W005,P048,120
2023-08-01,W005,P049,288
2023-08-01,W005,P050,87
2023-09-01,W001,P001,226
2023-09-01,W001,P002,70
2023-09-01,W001,P003,141
2023-09-01,W001,P004,140
2023-09-01,W001,P005,194
2023-09-01,W001,P006,242
2023-09-01,W001,P007,560
2023-09-01,W001,P008,78
2023-09-01,W001,P009,181
2023-09-01,W001,P010,75
2023-09-01,W001,P011,67
2023-09-01,W001,P012,210
2023-09-01,W001,P013,113
2023-09-01,W001,P014,53
2023-09-01,W001,P015,484
2023-09-01,W001,P016,291
2023-09-01,W001,P017,123
2023-09-01,W001,P018,244
2023-09-01,W001,P019,539
2023-09-01,W001,P020,120
2023-09-01,W001,P021,366
2023-09-01,W001,P022,172
2023-09-01,W001,P023,58
2023-09-01,W001,P024,89
2023-09-01,W001,P025,503
2023-09-01,W001,P026,141
2023-09-01,W001,P027,142
2023-09-01,W001,P028,111
2023-09-01,W001,P029,569
2023-09-01,W001,P030,255
2023-09-01,W001,P031,509
2023-09-01,W001,P032,594
2023-09-01,W001,P033,672
2023-09-01,W001,P034,364
2023-09-01,W001,P035,90
2023-09-01,W001,P036,168
2023-09-01,W001,P037,530
2023-09-01,W001,P038,1076
2023-09-01,W001,P039,564
2023-09-01,W001,P040,476
2023-09-01,W001,P041,182
2023-09-01,W001,P042,149
2023-09-01,W001,P043,120
2023-09-01,W001,P044,262
2023-09-01,W001,P045,125
2023-09-01,W001,P046,73
2023-09-01,W001,P047,592
2023-09-01,W001,P048,66
2023-09-01,W001,P049,260
2023-09-01,W001,P050,114
2023-09-01,W002,P001,164
2023-09-01,W002,P002,65
2023-09-01,W002,P003,116
2023-09-01,W002,P004,69
2023-09-01,W002,P005,227
2023-09-01,W002,P006,192
2023-09-01,W002,P007,382
2023-09-01,W002,P008,91
2023-09-01,W002,P009,207
2023-09-01,W002,P010,94
2023-09-01,W002,P011,116
2023-09-01,W002,P012,222
2023-09-01,W002,P013,60
2023-09-01,W002,P014,82
2023-09-01,W002,P015,400
2023-09-01,W002,P016,291
2023-09-01,W002,P017,85
2023-09-01,W002,P018,182
2023-09-01,W002,P019,455
2023-09-01,W002,P020,128
2023-09-01,W002,P021,573
2023-09-01,W002,P022,173
2023-09-01,W002,P023,114
2023-09-01,W002,P024,132
2023-09-01,W002,P025,386
2023-09-01,W002,P026,125
2023-09-01,W002,P027,124
2023-09-01,W002,P028,69
2023-09-01,W002,P029,387
2023-09-01,W002,P030,236
2023-09-01,W002,P031,588
2023-09-01,W002,P032,320
2023-09-01,W002,P033,628
2023-09-01,W002,P034,341
2023-09-01,W002,P035,55
2023-09-01,W002,P036,297
2023-09-01,W002,P037,435
2023-09-01,W002,P038,812
2023-09-01,W002,P039,592
2023-09-01,W002,P040,512
2023-09-01,W002,P041,157
2023-09-01,W002,P042,113
2023-09-01,W002,P043,130
2023-09-01,W002,P044,238
2023-09-01,W002,P045,87
2023-09-01,W002,P046,132
2023-09-01,W002,P047,352
2023-09-01,W002,P048,111
2023-09-01,W002,P049,212
2023-09-01,W002,P050,137
2023-09-01,W003,P001,253
2023-09-01,W003,P002,88
2023-09-01,W003,P003,108
2023-09-01,W003,P004,59
2023-09-01,W003,P005,165
2023-09-01,W003,P006,190
2023-09-01,W003,P007,525
2023-09-01,W003,P008,103
2023-09-01,W003,P009,273
2023-09-01,W003,P010,109
2023-09-01,W003,P011,76
2023-09-01,W003,P012,237
2023-09-01,W003,P013,127
2023-09-01,W003,P014,68
2023-09-01,W003,P015,460
2023-09-01,W003,P016,231
2023-09-01,W003,P017,143
2023-09-01,W003,P018,238
2023-09-01,W003,P019,504
2023-09-01,W003,P020,66
2023-09-01,W003,P021,489
2023-09-01,W003,P022,281
2023-09-01,W003,P023,121
2023-09-01,W003,P024,63
2023-09-01,W003,P025,463
2023-09-01,W003,P026,80
2023-09-01,W003,P027,109
2023-09-01,W003,P028,65
2023-09-01,W003,P029,436
2023-09-01,W003,P030,265
2023-09-01,W003,P031,426
2023-09-01,W003,P032,372
2023-09-01,W003,P033,696
2023-09-01,W003,P034,325
2023-09-01,W003,P035,87
2023-09-01,W003,P036,248
2023-09-01,W003,P037,514
2023-09-01,W003,P038,852
2023-09-01,W003,P039,381
2023-09-01,W003,P040,466
2023-09-01,W003,P041,297
2023-09-01,W003,P042,142
2023-09-01,W003,P043,90
2023-09-01,W003,P044,148
2023-09-01,W003,P045,147
2023-09-01,W003,P046,70
2023-09-01,W003,P047,452
2023-09-01,W003,P048,115
2023-09-01,W003,P049,269
2023-09-01,W003,P050,113
2023-09-01,W004,P001,228
2023-09-01,W004,P002,113
2023-09-01,W004,P003,52
2023-09-01,W004,P004,61
2023-09-01,W004,P005,250
2023-09-01,W004,P006,279
2023-09-01,W004,P007,534
2023-09-01,W004,P008,80
2023-09-01,W004,P009,205
2023-09-01,W004,P010,124
2023-09-01,W004,P011,95
2023-09-01,W004,P012,162
2023-09-01,W004,P013,56
2023-09-01,W004,P014,86
2023-09-01,W004,P015,552
2023-09-01,W004,P016,270
2023-09-01,W004,P017,86
2023-09-01,W004,P018,287
2023-09-01,W004,P019,304
2023-09-01,W004,P020,63
2023-09-01,W004,P021,520
2023-09-01,W004,P022,184
2023-09-01,W004,P023,83
2023-09-01,W004,P024,143
2023-09-01,W004,P025,487
2023-09-01,W004,P026,147
2023-09-01,W004,P027,101
2023-09-01,W004,P028,96
2023-09-01,W004,P029,323
2023-09-01,W004,P030,252
2023-09-01,W004,P031,326
2023-09-01,W004,P032,590
2023-09-01,W004,P033,1172
2023-09-01,W004,P034,399
2023-09-01,W004,P035,96
2023-09-01,W004,P036,291
2023-09-01,W004,P037,447
2023-09-01,W004,P038,672
2023-09-01,W004,P039,497
2023-09-01,W004,P040,558
2023-09-01,W004,P041,265
2023-09-01,W004,P042,147
2023-09-01,W004,P043,120
2023-09-01,W004,P044,170
2023-09-01,W004,P045,129
2023-09-01,W004,P046,137
2023-09-01,W004,P047,512
2023-09-01,W004,P048,65
2023-09-01,W004,P049,182
2023-09-01,W004,P050,62
2023-09-01,W005,P001,250
2023-09-01,W005,P002,97
2023-09-01,W005,P003,93
2023-09-01,W005,P004,121
2023-09-01,W005,P005,243
2023-09-01,W005,P006,186
2023-09-01,W005,P007,401
2023-09-01,W005,P008,127
2023-09-01,W005,P009,280
2023-09-01,W005,P010,101
2023-09-01,W005,P011,114
2023-09-01,W005,P012,160
2023-09-01,W005,P013,55
2023-09-01,W005,P014,54
2023-09-01,W005,P015,370
2023-09-01,W005,P016,235
2023-09-01,W005,P017,110
2023-09-01,W005,P018,282
2023-09-01,W005,P019,533
2023-09-01,W005,P020,69
2023-09-01,W005,P021,563
2023-09-01,W005,P022,185
2023-09-01,W005,P023,91
2023-09-01,W005,P024,128
2023-09-01,W005,P025,463
2023-09-01,W005,P026,70
2023-09-01,W005,P027,100
2023-09-01,W005,P028,128
2023-09-01,W005,P029,453
2023-09-01,W005,P030,236
2023-09-01,W005,P031,559
2023-09-01,W005,P032,560
2023-09-01,W005,P033,1144
2023-09-01,W005,P034,550
2023-09-01,W005,P035,140
2023-09-01,W005,P036,294
2023-09-01,W005,P037,453
2023-09-01,W005,P038,1084
2023-09-01,W005,P039,308
2023-09-01,W005,P040,488
2023-09-01,W005,P041,234
2023-09-01,W005,P042,136
2023-09-01,W005,P043,64
2023-09-01,W005,P044,206
2023-09-01,W005,P045,124
2023-09-01,W005,P046,89
2023-09-01,W005,P047,568
2023-09-01,W005,P048,138
2023-09-01,W005,P049,156
2023-09-01,W005,P050,126
2023-10-01,W001,P001,271
2023-10-01,W001,P002,83
2023-10-01,W001,P003,133
2023-10-01,W001,P004,150
2023-10-01,W001,P005,298
2023-10-01,W001,P006,297
2023-10-01,W001,P007,416
2023-10-01,W001,P008,142
2023-10-01,W001,P009,163
2023-10-01,W001,P010,124
2023-10-01,W001,P011,111
2023-10-01,W001,P012,193
2023-10-01,W001,P013,0
2023-10-01,W001,P014,130
2023-10-01,W001,P015,494
2023-10-01,W001,P016,187
2023-10-01,W001,P017,137
2023-10-01,W001,P018,212
2023-10-01,W001,P019,316
2023-10-01,W001,P020,123
2023-10-01,W001,P021,356
2023-10-01,W001,P022,198
2023-10-01,W001,P023,52
2023-10-01,W001,P024,106
2023-10-01,W001,P025,460
2023-10-01,W001,P026,103
2023-10-01,W001,P027,69
2023-10-01,W001,P028,102
2023-10-01,W001,P029,404
2023-10-01,W001,P030,255
2023-10-01,W001,P031,556
2023-10-01,W001,P032,540
2023-10-01,W001,P033,660
2023-10-01,W001,P034,370
2023-10-01,W001,P035,0
2023-10-01,W001,P036,203
2023-10-01,W001,P037,587
2023-10-01,W001,P038,932
2023-10-01,W001,P039,544
2023-10-01,W001,P040,568
2023-10-01,W001,P041,246
2023-10-01,W001,P042,90
2023-10-01,W001,P043,72
2023-10-01,W001,P044,216
2023-10-01,W001,P045,118
2023-10-01,W001,P046,93
2023-10-01,W001,P047,476
2023-10-01,W001,P048,95
2023-10-01,W001,P049,217
2023-10-01,W001,P050,128
2023-10-01,W002,P001,273
2023-10-01,W002,P002,74
2023-10-01,W002,P003,81
2023-10-01,W002,P004,85
2023-10-01,W002,P005,292
2023-10-01,W002,P006,226
2023-10-01,W002,P007,415
2023-10-01,W002,P008,88
2023-10-01,W002,P009,223
2023-10-01,W002,P010,140
2023-10-01,W002,P011,76
2023-10-01,W002,P012,275
2023-10-01,W002,P013,0
2023-10-01,W002,P014,111
2023-10-01,W002,P015,478
2023-10-01,W002,P016,293
2023-10-01,W002,P017,142
2023-10-01,W002,P018,220
2023-10-01,W002,P019,447
2023-10-01,W002,P020,65
2023-10-01,W002,P021,593
2023-10-01,W002,P022,289
2023-10-01,W002,P023,98
2023-10-01,W002,P024,100
2023-10-01,W002,P025,476
2023-10-01,W002,P026,148
2023-10-01,W002,P027,68
2023-10-01,W002,P028,87
2023-10-01,W002,P029,321
2023-10-01,W002,P030,223
2023-10-01,W002,P031,340
2023-10-01,W002,P032,476
2023-10-01,W002,P033,1052
2023-10-01,W002,P034,431
2023-10-01,W002,P035,0
2023-10-01,W002,P036,272
2023-10-01,W002,P037,409
2023-10-01,W002,P038,804
2023-10-01,W002,P039,575
2023-10-01,W002,P040,438
2023-10-01,W002,P041,293
2023-10-01,W002,P042,139
2023-10-01,W002,P043,84
2023-10-01,W002,P044,134
2023-10-01,W002,P045,63
2023-10-01,W002,P046,128
2023-10-01,W002,P047,576
2023-10-01,W002,P048,125
2023-10-01,W002,P049,211
2023-10-01,W002,P050,81
2023-10-01,W003,P001,162
2023-10-01,W003,P002,135
2023-10-01,W003,P003,117
2023-10-01,W003,P004,78
2023-10-01,W003,P005,209
2023-10-01,W003,P006,163
2023-10-01,W003,P007,351
2023-10-01,W003,P008,102
2023-10-01,W003,P009,234
2023-10-01,W003,P010,141
2023-10-01,W003,P011,110
2023-10-01,W003,P012,175
2023-10-01,W003,P013,0
2023-10-01,W003,P014,148
2023-10-01,W003,P015,370
2023-10-01,W003,P016,151
2023-10-01,W003,P017,120
2023-10-01,W003,P018,190
2023-10-01,W003,P019,508
2023-10-01,W003,P020,133
2023-10-01,W003,P021,543
2023-10-01,W003,P022,272
2023-10-01,W003,P023,133
2023-10-01,W003,P024,75
2023-10-01,W003,P025,447
2023-10-01,W003,P026,91
2023-10-01,W003,P027,86
2023-10-01,W003,P028,132
2023-10-01,W003,P029,330
2023-10-01,W003,P030,172
2023-10-01,W003,P031,593
2023-10-01,W003,P032,418
2023-10-01,W003,P033,1144
2023-10-01,W003,P034,319
2023-10-01,W003,P035,0
2023-10-01,W003,P036,256
2023-10-01,W003,P037,390
2023-10-01,W003,P038,636
2023-10-01,W003,P039,503
2023-10-01,W003,P040,552
2023-10-01,W003,P041,197
2023-10-01,W003,P042,145
2023-10-01,W003,P043,87
2023-10-01,W003,P044,108
2023-10-01,W003,P045,51
2023-10-01,W003,P046,88
2023-10-01,W003,P047,488
2023-10-01,W003,P048,127
2023-10-01,W003,P049,177
2023-10-01,W003,P050,92
2023-10-01,W004,P001,222
2023-10-01,W004,P002,108
2023-10-01,W004,P003,132
2023-10-01,W004,P004,119
2023-10-01,W004,P005,284
2023-10-01,W004,P006,276
2023-10-01,W004,P007,368
2023-10-01,W004,P008,114
2023-10-01,W004,P009,269
2023-10-01,W004,P010,84
2023-10-01,W004,P011,74
2023-10-01,W004,P012,178
2023-10-01,W004,P013,0
2023-10-01,W004,P014,70
2023-10-01,W004,P015,534
2023-10-01,W004,P016,215
2023-10-01,W004,P017,141
2023-10-01,W004,P018,197
2023-10-01,W004,P019,307
2023-10-01,W004,P020,144
2023-10-01,W004,P021,472
2023-10-01,W004,P022,225
2023-10-01,W004,P023,122
2023-10-01,W004,P024,136
2023-10-01,W004,P025,398
2023-10-01,W004,P026,72
2023-10-01,W004,P027,128
2023-10-01,W004,P028,131
2023-10-01,W004,P029,507
2023-10-01,W004,P030,259
2023-10-01,W004,P031,563
2023-10-01,W004,P032,466
2023-10-01,W004,P033,688
2023-10-01,W004,P034,505
2023-10-01,W004,P035,0
2023-10-01,W004,P036,174
2023-10-01,W004,P037,394
2023-10-01,W004,P038,740
2023-10-01,W004,P039,544
2023-10-01,W004,P040,464
2023-10-01,W004,P041,213
2023-10-01,W004,P042,50
2023-10-01,W004,P043,83
2023-10-01,W004,P044,198
2023-10-01,W004,P045,80
2023-10-01,W004,P046,107
2023-10-01,W004,P047,584
2023-10-01,W004,P048,84
2023-10-01,W004,P049,234
2023-10-01,W004,P050,88
2023-10-01,W005,P001,299
2023-10-01,W005,P002,142
2023-10-01,W005,P003,123
2023-10-01,W005,P004,51
2023-10-01,W005,P005,216
2023-10-01,W005,P006,242
2023-10-01,W005,P007,420
2023-10-01,W005,P008,57
2023-10-01,W005,P009,180
2023-10-01,W005,P010,109
2023-10-01,W005,P011,89
2023-10-01,W005,P012,190
2023-10-01,W005,P013,0
2023-10-01,W005,P014,137
2023-10-01,W005,P015,556
2023-10-01,W005,P016,229
2023-10-01,W005,P017,138
2023-10-01,W005,P018,180
2023-10-01,W005,P019,451
2023-10-01,W005,P020,97
2023-10-01,W005,P021,413
2023-10-01,W005,P022,206
2023-10-01,W005,P023,67
2023-10-01,W005,P024,111
2023-10-01,W005,P025,378
2023-10-01,W005,P026,108
2023-10-01,W005,P027,145
2023-10-01,W005,P028,127
2023-10-01,W005,P029,491
2023-10-01,W005,P030,256
2023-10-01,W005,P031,581
2023-10-01,W005,P032,540
2023-10-01,W005,P033,1148
2023-10-01,W005,P034,411
2023-10-01,W005,P035,0
2023-10-01,W005,P036,213
2023-10-01,W005,P037,341
2023-10-01,W005,P038,1136
2023-10-01,W005,P039,528
2023-10-01,W005,P040,570
2023-10-01,W005,P041,242
2023-10-01,W005,P042,59
2023-10-01,W005,P043,122
2023-10-01,W005,P044,128
2023-10-01,W005,P045,57
2023-10-01,W005,P046,120
2023-10-01,W005,P047,456
2023-10-01,W005,P048,75
2023-10-01,W005,P049,296
2023-10-01,W005,P050,118
2023-11-01,W001,P001,188
2023-11-01,W001,P002,71
2023-11-01,W001,P003,91
2023-11-01,W001,P004,116
2023-11-01,W001,P005,263
2023-11-01,W001,P006,179
2023-11-01,W001,P007,405
2023-11-01,W001,P008,141
2023-11-01,W001,P009,299
2023-11-01,W001,P010,112
2023-11-01,W001,P011,61
2023-11-01,W001,P012,280
2023-11-01,W001,P013,0
2023-11-01,W001,P014,57
2023-11-01,W001,P015,532
2023-11-01,W001,P016,183
2023-11-01,W001,P017,115
2023-11-01,W001,P018,256
2023-11-01,W001,P019,533
2023-11-01,W001,P020,122
2023-11-01,W001,P021,329
2023-11-01,W001,P022,293
2023-11-01,W001,P023,109
2023-11-01,W001,P024,136
2023-11-01,W001,P025,457
2023-11-01,W001,P026,142
2023-11-01,W001,P027,52
2023-11-01,W001,P028,100
2023-11-01,W001,P029,430
2023-11-01,W001,P030,150
2023-11-01,W001,P031,411
2023-11-01,W001,P032,596
2023-11-01,W001,P033,672
2023-11-01,W001,P034,323
2023-11-01,W001,P035,104
2023-11-01,W001,P036,238
2023-11-01,W001,P037,332
2023-11-01,W001,P038,1152
2023-11-01,W001,P039,330
2023-11-01,W001,P040,334
2023-11-01,W001,P041,270
2023-11-01,W001,P042,54
2023-11-01,W001,P043,86
2023-11-01,W001,P044,204
2023-11-01,W001,P045,73
2023-11-01,W001,P046,148
2023-11-01,W001,P047,268
2023-11-01,W001,P048,148
2023-11-01,W001,P049,257
2023-11-01,W001,P050,97
2023-11-01,W002,P001,247
2023-11-01,W002,P002,107
2023-11-01,W002,P003,98
2023-11-01,W002,P004,98
2023-11-01,W002,P005,170
2023-11-01,W002,P006,288
2023-11-01,W002,P007,368
2023-11-01,W002,P008,133
2023-11-01,W002,P009,239
2023-11-01,W002,P010,65
2023-11-01,W002,P011,72
2023-11-01,W002,P012,287
2023-11-01,W002,P013,0
2023-11-01,W002,P014,117
2023-11-01,W002,P015,364
2023-11-01,W002,P016,207
2023-11-01,W002,P017,50
2023-11-01,W002,P018,155
2023-11-01,W002,P019,452
2023-11-01,W002,P020,109
2023-11-01,W002,P021,578
2023-11-01,W002,P022,258
2023-11-01,W002,P023,118
2023-11-01,W002,P024,98
2023-11-01,W002,P025,417
2023-11-01,W002,P026,81
2023-11-01,W002,P027,108
2023-11-01,W002,P028,94
2023-11-01,W002,P029,379
2023-11-01,W002,P030,220
2023-11-01,W002,P031,396
2023-11-01,W002,P032,356
2023-11-01,W002,P033,632
2023-11-01,W002,P034,514
2023-11-01,W002,P035,128
2023-11-01,W002,P036,154
2023-11-01,W002,P037,423
2023-11-01,W002,P038,808
2023-11-01,W002,P039,334
2023-11-01,W002,P040,350
2023-11-01,W002,P041,158
2023-11-01,W002,P042,107
2023-11-01,W002,P043,126
2023-11-01,W002,P044,272
2023-11-01,W002,P045,140
2023-11-01,W002,P046,56
2023-11-01,W002,P047,324
2023-11-01,W002,P048,144
2023-11-01,W002,P049,161
2023-11-01,W002,P050,101
2023-11-01,W003,P001,262
2023-11-01,W003,P002,79
2023-11-01,W003,P003,119
2023-11-01,W003,P004,77
2023-11-01,W003,P005,164
2023-11-01,W003,P006,185
2023-11-01,W003,P007,557
2023-11-01,W003,P008,87
2023-11-01,W003,P009,209
2023-11-01,W003,P010,143
2023-11-01,W003,P011,123
2023-11-01,W003,P012,231
2023-11-01,W003,P013,0
2023-11-01,W003,P014,126
2023-11-01,W003,P015,464
2023-11-01,W003,P016,210
2023-11-01,W003,P017,88
2023-11-01,W003,P018,186
2023-11-01,W003,P019,566
2023-11-01,W003,P020,78
2023-11-01,W003,P021,511
2023-11-01,W003,P022,226
2023-11-01,W003,P023,85
2023-11-01,W003,P024,57
2023-11-01,W003,P025,585
2023-11-01,W003,P026,125
2023-11-01,W003,P027,144
2023-11-01,W003,P028,72
2023-11-01,W003,P029,518
2023-11-01,W003,P030,292
2023-11-01,W003,P031,553
2023-11-01,W003,P032,324
2023-11-01,W003,P033,952
2023-11-01,W003,P034,495
2023-11-01,W003,P035,150
2023-11-01,W003,P036,284
2023-11-01,W003,P037,463
2023-11-01,W003,P038,1024
2023-11-01,W003,P039,509
2023-11-01,W003,P040,376
2023-11-01,W003,P041,226
2023-11-01,W003,P042,98
2023-11-01,W003,P043,73
2023-11-01,W003,P044,292
2023-11-01,W003,P045,118
2023-11-01,W003,P046,110
2023-11-01,W003,P047,320
2023-11-01,W003,P048,78
2023-11-01,W003,P049,226
2023-11-01,W003,P050,140
2023-11-01,W004,P001,186
2023-11-01,W004,P002,109
2023-11-01,W004,P003,57
2023-11-01,W004,P004,121
2023-11-01,W004,P005,255
2023-11-01,W004,P006,256
2023-11-01,W004,P007,585
2023-11-01,W004,P008,117
2023-11-01,W004,P009,184
2023-11-01,W004,P010,99
2023-11-01,W004,P011,81
2023-11-01,W004,P012,215
2023-11-01,W004,P013,0
2023-11-01,W004,P014,92
2023-11-01,W004,P015,340
2023-11-01,W004,P016,265
2023-11-01,W004,P017,97
2023-11-01,W004,P018,173
2023-11-01,W004,P019,574
2023-11-01,W004,P020,142
2023-11-01,W004,P021,397
2023-11-01,W004,P022,163
2023-11-01,W004,P023,84
2023-11-01,W004,P024,98
2023-11-01,W004,P025,320
2023-11-01,W004,P026,59
2023-11-01,W004,P027,74
2023-11-01,W004,P028,147
2023-11-01,W004,P029,600
2023-11-01,W004,P030,293
2023-11-01,W004,P031,411
2023-11-01,W004,P032,544
2023-11-01,W004,P033,812
2023-11-01,W004,P034,470
2023-11-01,W004,P035,88
2023-11-01,W004,P036,153
2023-11-01,W004,P037,408
2023-11-01,W004,P038,792
2023-11-01,W004,P039,360
2023-11-01,W004,P040,544
2023-11-01,W004,P041,212
2023-11-01,W004,P042,139
2023-11-01,W004,P043,127
2023-11-01,W004,P044,280
2023-11-01,W004,P045,76
2023-11-01,W004,P046,100
2023-11-01,W004,P047,320
2023-11-01,W004,P048,120
2023-11-01,W004,P049,232
2023-11-01,W004,P050,149
2023-11-01,W005,P001,222
2023-11-01,W005,P002,98
2023-11-01,W005,P003,109
2023-11-01,W005,P004,118
2023-11-01,W005,P005,241
2023-11-01,W005,P006,228
2023-11-01,W005,P007,433
2023-11-01,W005,P008,96
2023-11-01,W005,P009,281
2023-11-01,W005,P010,113
2023-11-01,W005,P011,109
2023-11-01,W005,P012,175
2023-11-01,W005,P013,0
2023-11-01,W005,P014,110
2023-11-01,W005,P015,462
2023-11-01,W005,P016,202
2023-11-01,W005,P017,97
2023-11-01,W005,P018,230
2023-11-01,W005,P019,511
2023-11-01,W005,P020,55
2023-11-01,W005,P021,588
2023-11-01,W005,P022,206
2023-11-01,W005,P023,144
2023-11-01,W005,P024,68
2023-11-01,W005,P025,308
2023-11-01,W005,P026,83
2023-11-01,W005,P027,120
2023-11-01,W005,P028,124
2023-11-01,W005,P029,596
2023-11-01,W005,P030,256
2023-11-01,W005,P031,451
2023-11-01,W005,P032,378
2023-11-01,W005,P033,800
2023-11-01,W005,P034,468
2023-11-01,W005,P035,79
2023-11-01,W005,P036,247
2023-11-01,W005,P037,591
2023-11-01,W005,P038,848
2023-11-01,W005,P039,555
2023-11-01,W005,P040,580
2023-11-01,W005,P041,236
2023-11-01,W005,P042,82
2023-11-01,W005,P043,147
2023-11-01,W005,P044,224
2023-11-01,W005,P045,142
2023-11-01,W005,P046,132
2023-11-01,W005,P047,576
2023-11-01,W005,P048,112
2023-11-01,W005,P049,267
2023-11-01,W005,P050,71
2023-12-01,W001,P001,240
2023-12-01,W001,P002,71
2023-12-01,W001,P003,67
2023-12-01,W001,P004,142
2023-12-01,W001,P005,289
2023-12-01,W001,P006,275
2023-12-01,W001,P007,394
2023-12-01,W001,P008,119
2023-12-01,W001,P009,165
2023-12-01,W001,P010,117
2023-12-01,W001,P011,54
2023-12-01,W001,P012,169
2023-12-01,W001,P013,135
2023-12-01,W001,P014,56
2023-12-01,W001,P015,302
2023-12-01,W001,P016,255
2023-12-01,W001,P017,67
2023-12-01,W001,P018,209
2023-12-01,W001,P019,334
2023-12-01,W001,P020,140
2023-12-01,W001,P021,377
2023-12-01,W001,P022,152
2023-12-01,W001,P023,77
2023-12-01,W001,P024,114
2023-12-01,W001,P025,533
2023-12-01,W001,P026,97
2023-12-01,W001,P027,57
2023-12-01,W001,P028,129
2023-12-01,W001,P029,547
2023-12-01,W001,P030,274
2023-12-01,W001,P031,308
2023-12-01,W001,P032,302
2023-12-01,W001,P033,1144
2023-12-01,W001,P034,582
2023-12-01,W001,P035,102
2023-12-01,W001,P036,153
2023-12-01,W001,P037,308
2023-12-01,W001,P038,1140
2023-12-01,W001,P039,440
2023-12-01,W001,P040,574
2023-12-01,W001,P041,223
2023-12-01,W001,P042,52
2023-12-01,W001,P043,114
2023-12-01,W001,P044,278
2023-12-01,W001,P045,136
2023-12-01,W001,P046,105
2023-12-01,W001,P047,288
2023-12-01,W001,P048,63
2023-12-01,W001,P049,174
2023-12-01,W001,P050,117
2023-12-01,W002,P001,188
2023-12-01,W002,P002,80
2023-12-01,W002,P003,74
2023-12-01,W002,P004,129
2023-12-01,W002,P005,284
2023-12-01,W002,P006,214
2023-12-01,W002,P007,481
2023-12-01,W002,P008,84
2023-12-01,W002,P009,251
2023-12-01,W002,P010,60
2023-12-01,W002,P011,97
2023-12-01,W002,P012,253
2023-12-01,W002,P013,108
2023-12-01,W002,P014,122
2023-12-01,W002,P015,424
2023-12-01,W002,P016,207
2023-12-01,W002,P017,88
2023-12-01,W002,P018,170
2023-12-01,W002,P019,316
2023-12-01,W002,P020,61
2023-12-01,W002,P021,507
2023-12-01,W002,P022,247
2023-12-01,W002,P023,98
2023-12-01,W002,P024,120
2023-12-01,W002,P025,543
2023-12-01,W002,P026,57
2023-12-01,W002,P027,131
2023-12-01,W002,P028,51
2023-12-01,W002,P029,387
2023-12-01,W002,P030,171
2023-12-01,W002,P031,555
2023-12-01,W002,P032,522
2023-12-01,W002,P033,936
2023-12-01,W002,P034,589
2023-12-01,W002,P035,62
2023-12-01,W002,P036,285
2023-12-01,W002,P037,321
2023-12-01,W002,P038,832
2023-12-01,W002,P039,408
2023-12-01,W002,P040,590
2023-12-01,W002,P041,271
2023-12-01,W002,P042,84
2023-12-01,W002,P043,55
2023-12-01,W002,P044,118
2023-12-01,W002,P045,137
2023-12-01,W002,P046,85
2023-12-01,W002,P047,476
2023-12-01,W002,P048,122
2023-12-01,W002,P049,158
2023-12-01,W002,P050,72
2023-12-01,W003,P001,230
2023-12-01,W003,P002,52
2023-12-01,W003,P003,76
2023-12-01,W003,P004,125
2023-12-01,W003,P005,186
2023-12-01,W003,P006,251
2023-12-01,W003,P007,339
2023-12-01,W003,P008,88
2023-12-01,W003,P009,191
2023-12-01,W003,P010,122
2023-12-01,W003,P011,80
2023-12-01,W003,P012,295
2023-12-01,W003,P013,99
2023-12-01,W003,P014,136
2023-12-01,W003,P015,576
2023-12-01,W003,P016,234
2023-12-01,W003,P017,99
2023-12-01,W003,P018,185
2023-12-01,W003,P019,340
2023-12-01,W003,P020,114
2023-12-01,W003,P021,477
2023-12-01,W003,P022,163
2023-12-01,W003,P023,62
2023-12-01,W003,P024,105
2023-12-01,W003,P025,418
2023-12-01,W003,P026,59
2023-12-01,W003,P027,93
2023-12-01,W003,P028,127
2023-12-01,W003,P029,503
2023-12-01,W003,P030,233
2023-12-01,W003,P031,315
2023-12-01,W003,P032,438
2023-12-01,W003,P033,1060
2023-12-01,W003,P034,551
2023-12-01,W003,P035,79
2023-12-01,W003,P036,241
2023-12-01,W003,P037,583
2023-12-01,W003,P038,984
2023-12-01,W003,P039,521
2023-12-01,W003,P040,394
2023-12-01,W003,P041,299
2023-12-01,W003,P042,134
2023-12-01,W003,P043,98
2023-12-01,W003,P044,120
2023-12-01,W003,P045,148
2023-12-01,W003,P046,129
2023-12-01,W003,P047,348
2023-12-01,W003,P048,81
2023-12-01,W003,P049,168
2023-12-01,W003,P050,60
2023-12-01,W004,P001,218
2023-12-01,W004,P002,69
2023-12-01,W004,P003,98
