shipment_id,order_id,ship_date,delivery_date,status
SH008793,O008793,2023-08-02,,Cancelled
SH008794,O008794,2023-08-04,2023-08-14,Delayed
SH008795,O008795,2023-08-03,2023-08-08,Delivered
SH008796,O008796,2023-08-02,2023-08-06,Delivered
SH008797,O008797,2023-08-03,2023-08-06,Delivered
SH008798,O008798,2023-08-03,,Cancelled
SH008799,O008799,2023-08-02,2023-08-04,Delivered
SH008800,O008800,2023-08-04,2023-08-07,Delivered
SH008801,O008801,2023-09-02,2023-09-10,Delayed
SH008802,O008802,2023-09-03,2023-09-06,Delivered
SH008803,O008803,2023-09-04,2023-09-09,Delivered
SH008804,O008804,2023-09-02,2023-09-05,Delivered
SH008805,O008805,2023-09-03,2023-09-09,Delayed
SH008806,O008806,2023-09-04,,Cancelled
SH008807,O008807,2023-09-04,2023-09-07,Delivered
SH008808,O008808,2023-09-03,2023-09-05,Delivered
SH008809,O008809,2023-09-03,,Cancelled
SH008810,O008810,2023-09-04,2023-09-11,Delayed
SH008811,O008811,2023-09-03,2023-09-08,Delivered
SH008812,O008812,2023-09-04,2023-09-07,Delivered
SH008813,O008813,2023-09-03,2023-09-08,Delivered
SH008814,O008814,2023-09-04,2023-09-14,Delayed
SH008815,O008815,2023-09-02,2023-09-04,Delivered
SH008816,O008816,2023-09-02,2023-09-11,Delayed
SH008817,O008817,2023-09-04,,Cancelled
SH008818,O008818,2023-09-04,2023-09-09,Delivered
SH008819,O008819,2023-09-03,2023-09-06,Delivered
SH008820,O008820,2023-09-04,2023-09-06,Delivered
SH008821,O008821,2023-09-03,2023-09-06,Delivered
SH008822,O008822,2023-09-03,2023-09-08,Delivered
SH008823,O008823,2023-09-04,2023-09-08,Delivered
SH008824,O008824,2023-09-03,2023-09-05,Delivered
SH008825,O008825,2023-09-04,2023-09-09,Delivered
SH008826,O008826,2023-09-04,2023-09-06,Delivered
SH008827,O008827,2023-09-03,2023-09-07,Delivered
SH008828,O008828,2023-09-02,2023-09-06,Delivered
SH008829,O008829,2023-09-04,2023-09-09,Delivered
SH008830,O008830,2023-09-02,2023-09-04,Delivered
SH008831,O008831,2023-09-02,2023-09-04,Delivered
SH008832,O008832,2023-09-02,2023-09-05,Delivered
SH008833,O008833,2023-09-04,2023-09-13,Delayed
SH008834,O008834,2023-09-02,2023-09-04,Delivered
SH008835,O008835,2023-09-04,2023-09-09,Delivered
SH008836,O008836,2023-09-03,2023-09-07,Delivered
SH008837,O008837,2023-09-03,2023-09-06,Delivered
SH008838,O008838,2023-09-03,2023-09-07,Delivered
SH008839,O008839,2023-09-03,2023-09-07,Delivered
SH008840,O008840,2023-09-02,2023-09-06,Delivered
SH008841,O008841,2023-09-04,2023-09-07,Delivered
SH008842,O008842,2023-09-03,2023-09-05,Delivered
SH008843,O008843,2023-09-04,2023-09-06,Delivered
SH008844,O008844,2023-09-02,2023-09-07,Delivered
SH008845,O008845,2023-09-02,2023-09-07,Delivered
SH008846,O008846,2023-09-03,2023-09-07,Delivered
SH008847,O008847,2023-09-04,2023-09-08,Delivered
SH008848,O008848,2023-09-04,2023-09-07,Delivered
SH008849,O008849,2023-09-02,2023-09-12,Delayed
SH008850,O008850,2023-09-02,2023-09-05,Delivered
SH008851,O008851,2023-09-03,2023-09-05,Delivered
SH008852,O008852,2023-09-03,2023-09-07,Delivered
SH008853,O008853,2023-09-02,2023-09-07,Delivered
SH008854,O008854,2023-09-03,2023-09-15,Delayed
SH008855,O008855,2023-09-02,2023-09-06,Delivered
SH008856,O008856,2023-09-02,2023-09-07,Delivered
SH008857,O008857,2023-09-03,2023-09-07,Delivered
SH008858,O008858,2023-09-04,2023-09-09,Delivered
SH008859,O008859,2023-09-03,2023-09-07,Delivered
SH008860,O008860,2023-09-02,2023-09-07,Delivered
SH008861,O008861,2023-09-02,2023-09-13,Delayed
SH008862,O008862,2023-09-02,2023-09-06,Delivered
SH008863,O008863,2023-09-03,2023-09-13,Delayed
SH008864,O008864,2023-09-02,2023-09-05,Delivered
SH008865,O008865,2023-09-04,,Cancelled
SH008866,O008866,2023-09-04,2023-09-09,Delivered
SH008867,O008867,2023-09-03,2023-09-07,Delivered
SH008868,O008868,2023-09-03,2023-09-07,Delivered
SH008869,O008869,2023-09-04,,Cancelled
SH008870,O008870,2023-09-02,2023-09-04,Delivered
SH008871,O008871,2023-09-03,2023-09-07,Delivered
SH008872,O008872,2023-09-02,2023-09-07,Delivered
SH008873,O008873,2023-09-03,,Cancelled
SH008874,O008874,2023-09-02,2023-09-07,Delivered
SH008875,O008875,2023-09-03,2023-09-05,Delivered
SH008876,O008876,2023-09-04,2023-09-08,Delivered
SH008877,O008877,2023-09-03,2023-09-08,Delivered
SH008878,O008878,2023-09-04,2023-09-06,Delivered
SH008879,O008879,2023-09-02,2023-09-05,Delivered
SH008880,O008880,2023-09-04,2023-09-09,Delivered
SH008881,O008881,2023-09-02,2023-09-07,Delivered
SH008882,O008882,2023-09-02,2023-09-07,Delivered
SH008883,O008883,2023-09-03,2023-09-08,Delivered
SH008884,O008884,2023-09-03,2023-09-05,Delivered
SH008885,O008885,2023-09-02,2023-09-07,Delivered
SH008886,O008886,2023-09-04,,Cancelled
SH008887,O008887,2023-09-03,,Cancelled
SH008888,O008888,2023-09-04,2023-09-13,Delayed
SH008889,O008889,2023-09-02,,Cancelled
SH008890,O008890,2023-09-04,2023-09-07,Delivered
SH008891,O008891,2023-09-03,2023-09-05,Delivered
SH008892,O008892,2023-09-02,2023-09-07,Delivered
SH008893,O008893,2023-09-02,2023-09-07,Delivered
SH008894,O008894,2023-09-03,,Cancelled
SH008895,O008895,2023-09-03,2023-09-07,Delivered
SH008896,O008896,2023-09-03,2023-09-08,Delivered
SH008897,O008897,2023-09-03,2023-09-07,Delivered
SH008898,O008898,2023-09-03,2023-09-06,Delivered
SH008899,O008899,2023-09-04,2023-09-09,Delivered
SH008900,O008900,2023-09-03,2023-09-06,Delivered
SH008901,O008901,2023-09-02,2023-09-04,Delivered
SH008902,O008902,2023-09-04,2023-09-07,Delivered
SH008903,O008903,2023-09-03,2023-09-07,Delivered
SH008904,O008904,2023-09-03,2023-09-05,Delivered
SH008905,O008905,2023-09-04,2023-09-08,Delivered
SH008906,O008906,2023-09-02,2023-09-14,Delayed
SH008907,O008907,2023-09-03,2023-09-05,Delivered
SH008908,O008908,2023-09-04,,Cancelled
SH008909,O008909,2023-09-03,2023-09-07,Delivered
SH008910,O008910,2023-09-03,2023-09-07,Delivered
SH008911,O008911,2023-09-03,,Cancelled
SH008912,O008912,2023-09-04,2023-09-06,Delivered
SH008913,O008913,2023-09-03,2023-09-05,Delivered
SH008914,O008914,2023-09-04,2023-09-12,Delayed
SH008915,O008915,2023-09-02,2023-09-04,Delivered
SH008916,O008916,2023-09-03,2023-09-07,Delivered
SH008917,O008917,2023-09-02,2023-09-10,Delayed
SH008918,O008918,2023-09-03,2023-09-05,Delivered
SH008919,O008919,2023-09-04,2023-09-06,Delivered
SH008920,O008920,2023-09-02,2023-09-06,Delivered
SH008921,O008921,2023-09-03,2023-09-08,Delivered
SH008922,O008922,2023-09-03,2023-09-05,Delivered
SH008923,O008923,2023-09-04,2023-09-06,Delivered
SH008924,O008924,2023-09-03,2023-09-06,Delivered
SH008925,O008925,2023-09-03,2023-09-08,Delivered
SH008926,O008926,2023-09-03,2023-09-07,Delivered
SH008927,O008927,2023-09-02,2023-09-05,Delivered
SH008928,O008928,2023-09-04,2023-09-13,Delayed
SH008929,O008929,2023-09-03,2023-09-06,Delivered
SH008930,O008930,2023-09-02,2023-09-14,Delayed
SH008931,O008931,2023-09-02,2023-09-07,Delivered
SH008932,O008932,2023-09-02,2023-09-04,Delivered
SH008933,O008933,2023-09-04,2023-09-07,Delivered
SH008934,O008934,2023-09-03,2023-09-07,Delivered
SH008935,O008935,2023-09-04,2023-09-07,Delivered
SH008936,O008936,2023-09-02,2023-09-06,Delivered
SH008937,O008937,2023-09-03,2023-09-07,Delivered
SH008938,O008938,2023-09-02,2023-09-05,Delivered
SH008939,O008939,2023-09-04,2023-09-07,Delivered
SH008940,O008940,2023-09-02,2023-09-06,Delivered
SH008941,O008941,2023-09-03,2023-09-07,Delivered
SH008942,O008942,2023-09-03,2023-09-05,Delivered
SH008943,O008943,2023-09-04,2023-09-08,Delivered
SH008944,O008944,2023-09-03,2023-09-15,Delayed
SH008945,O008945,2023-09-02,2023-09-04,Delivered
SH008946,O008946,2023-09-04,2023-09-09,Delivered
SH008947,O008947,2023-09-02,2023-09-07,Delivered
SH008948,O008948,2023-09-03,2023-09-06,Delivered
SH008949,O008949,2023-09-03,2023-09-08,Delivered
SH008950,O008950,2023-09-04,2023-09-09,Delivered
SH008951,O008951,2023-09-04,2023-09-09,Delivered
SH008952,O008952,2023-09-03,2023-09-08,Delivered
SH008953,O008953,2023-09-03,2023-09-07,Delivered
SH008954,O008954,2023-09-03,2023-09-11,Delayed
SH008955,O008955,2023-09-04,2023-09-06,Delivered
SH008956,O008956,2023-09-02,2023-09-04,Delivered
SH008957,O008957,2023-09-03,2023-09-07,Delivered
SH008958,O008958,2023-09-02,2023-09-09,Delayed
SH008959,O008959,2023-09-02,2023-09-06,Delivered
SH008960,O008960,2023-09-02,2023-09-07,Delivered
SH008961,O008961,2023-09-03,2023-09-07,Delivered
SH008962,O008962,2023-09-02,2023-09-05,Delivered
SH008963,O008963,2023-09-03,2023-09-12,Delayed
SH008964,O008964,2023-09-03,2023-09-10,Delayed
SH008965,O008965,2023-09-02,2023-09-05,Delivered
SH008966,O008966,2023-09-03,2023-09-07,Delivered
SH008967,O008967,2023-09-02,2023-09-04,Delivered
SH008968,O008968,2023-09-03,,Cancelled
SH008969,O008969,2023-09-04,2023-09-14,Delayed
SH008970,O008970,2023-09-03,2023-09-08,Delivered
SH008971,O008971,2023-09-03,2023-09-05,Delivered
SH008972,O008972,2023-09-02,2023-09-04,Delivered
SH008973,O008973,2023-09-02,2023-09-07,Delivered
SH008974,O008974,2023-09-04,2023-09-06,Delivered
SH008975,O008975,2023-09-04,2023-09-06,Delivered
SH008976,O008976,2023-09-03,2023-09-07,Delivered
SH008977,O008977,2023-09-03,2023-09-06,Delivered
SH008978,O008978,2023-09-02,2023-09-06,Delivered
SH008979,O008979,2023-09-03,2023-09-08,Delivered
SH008980,O008980,2023-09-03,2023-09-06,Delivered
SH008981,O008981,2023-09-02,2023-09-08,Delayed
SH008982,O008982,2023-09-03,2023-09-08,Delivered
SH008983,O008983,2023-09-03,2023-09-06,Delivered
SH008984,O008984,2023-09-02,2023-09-07,Delivered
SH008985,O008985,2023-09-04,2023-09-09,Delivered
SH008986,O008986,2023-09-03,2023-09-07,Delivered
SH008987,O008987,2023-09-03,2023-09-05,Delivered
SH008988,O008988,2023-09-04,2023-09-06,Delivered
SH008989,O008989,2023-09-03,2023-09-07,Delivered
SH008990,O008990,2023-09-04,2023-09-07,Delivered
SH008991,O008991,2023-09-02,2023-09-07,Delivered
SH008992,O008992,2023-09-03,2023-09-05,Delivered
SH008993,O008993,2023-09-02,2023-09-05,Delivered
SH008994,O008994,2023-09-02,2023-09-06,Delivered
SH008995,O008995,2023-09-03,2023-09-05,Delivered
SH008996,O008996,2023-09-03,2023-09-06,Delivered
SH008997,O008997,2023-09-04,2023-09-06,Delivered
SH008998,O008998,2023-09-04,2023-09-07,Delivered
SH008999,O008999,2023-09-04,2023-09-07,Delivered
SH009000,O009000,2023-09-02,2023-09-07,Delivered
SH009001,O009001,2023-09-04,2023-09-07,Delivered
SH009002,O009002,2023-09-04,2023-09-09,Delivered
SH009003,O009003,2023-09-02,2023-09-05,Delivered
SH009004,O009004,2023-09-04,2023-09-08,Delivered
SH009005,O009005,2023-09-04,2023-09-09,Delivered
SH009006,O009006,2023-09-04,2023-09-07,Delivered
SH009007,O009007,2023-09-03,2023-09-07,Delivered
SH009008,O009008,2023-09-02,2023-09-07,Delivered
SH009009,O009009,2023-09-03,2023-09-05,Delivered
SH009010,O009010,2023-09-04,,Cancelled
SH009011,O009011,2023-09-04,2023-09-07,Delivered
SH009012,O009012,2023-09-02,,Cancelled
SH009013,O009013,2023-09-02,2023-09-07,Delivered
SH009014,O009014,2023-09-04,2023-09-09,Delivered
SH009015,O009015,2023-09-04,2023-09-06,Delivered
SH009016,O009016,2023-09-03,2023-09-05,Delivered
SH009017,O009017,2023-09-03,2023-09-05,Delivered
SH009018,O009018,2023-09-04,2023-09-07,Delivered
SH009019,O009019,2023-09-03,2023-09-06,Delivered
SH009020,O009020,2023-09-03,2023-09-07,Delivered
SH009021,O009021,2023-09-03,2023-09-07,Delivered
SH009022,O009022,2023-09-03,2023-09-06,Delivered
SH009023,O009023,2023-09-02,2023-09-04,Delivered
SH009024,O009024,2023-09-03,2023-09-06,Delivered
SH009025,O009025,2023-09-04,2023-09-06,Delivered
SH009026,O009026,2023-09-02,2023-09-06,Delivered
SH009027,O009027,2023-09-03,2023-09-08,Delivered
SH009028,O009028,2023-09-04,,Cancelled
SH009029,O009029,2023-09-03,2023-09-15,Delayed
SH009030,O009030,2023-09-02,2023-09-07,Delivered
SH009031,O009031,2023-09-02,,Cancelled
SH009032,O009032,2023-09-02,2023-09-07,Delivered
SH009033,O009033,2023-09-04,2023-09-07,Delivered
SH009034,O009034,2023-09-03,2023-09-14,Delayed
SH009035,O009035,2023-09-04,2023-09-06,Delivered
SH009036,O009036,2023-09-02,2023-09-07,Delivered
SH009037,O009037,2023-09-02,,Cancelled
SH009038,O009038,2023-09-03,2023-09-06,Delivered
SH009039,O009039,2023-09-04,2023-09-09,Delivered
SH009040,O009040,2023-09-02,2023-09-04,Delivered
SH009041,O009041,2023-09-03,2023-09-07,Delivered
SH009042,O009042,2023-09-04,2023-09-09,Delivered
SH009043,O009043,2023-09-04,2023-09-09,Delivered
SH009044,O009044,2023-09-02,2023-09-14,Delayed
SH009045,O009045,2023-09-04,2023-09-06,Delivered
SH009046,O009046,2023-09-03,2023-09-05,Delivered
SH009047,O009047,2023-09-03,2023-09-07,Delivered
SH009048,O009048,2023-09-03,2023-09-08,Delivered
SH009049,O009049,2023-09-02,2023-09-05,Delivered
SH009050,O009050,2023-09-03,2023-09-07,Delivered
SH009051,O009051,2023-09-04,2023-09-08,Delivered
SH009052,O009052,2023-09-02,2023-09-07,Delivered
SH009053,O009053,2023-09-02,,Cancelled
SH009054,O009054,2023-09-03,2023-09-09,Delayed
SH009055,O009055,2023-09-02,2023-09-06,Delivered
SH009056,O009056,2023-09-03,2023-09-14,Delayed
SH009057,O009057,2023-09-03,,Cancelled
SH009058,O009058,2023-09-02,2023-09-06,Delivered
SH009059,O009059,2023-09-02,2023-09-05,Delivered
SH009060,O009060,2023-09-03,2023-09-05,Delivered
SH009061,O009061,2023-09-04,2023-09-07,Delivered
SH009062,O009062,2023-09-02,2023-09-05,Delivered
SH009063,O009063,2023-09-02,2023-09-04,Delivered
SH009064,O009064,2023-09-03,,Cancelled
SH009065,O009065,2023-09-03,2023-09-14,Delayed
SH009066,O009066,2023-09-02,2023-09-05,Delivered
SH009067,O009067,2023-09-03,2023-09-08,Delivered
SH009068,O009068,2023-09-02,2023-09-04,Delivered
SH009069,O009069,2023-09-03,2023-09-08,Delivered
SH009070,O009070,2023-09-04,2023-09-07,Delivered
SH009071,O009071,2023-09-04,2023-09-07,Delivered
SH009072,O009072,2023-09-03,2023-09-07,Delivered
SH009073,O009073,2023-09-02,2023-09-07,Delivered
SH009074,O009074,2023-09-04,2023-09-07,Delivered
SH009075,O009075,2023-09-04,2023-09-06,Delivered
SH009076,O009076,2023-09-04,2023-09-06,Delivered
SH009077,O009077,2023-09-03,2023-09-08,Delivered
SH009078,O009078,2023-09-03,2023-09-08,Delivered
SH009079,O009079,2023-09-02,2023-09-05,Delivered
SH009080,O009080,2023-09-04,,Cancelled
SH009081,O009081,2023-09-04,2023-09-07,Delivered
SH009082,O009082,2023-09-04,2023-09-08,Delivered
SH009083,O009083,2023-09-02,2023-09-11,Delayed
SH009084,O009084,2023-09-03,2023-09-07,Delivered
SH009085,O009085,2023-09-03,2023-09-05,Delivered
SH009086,O009086,2023-09-02,2023-09-04,Delivered
SH009087,O009087,2023-09-02,2023-09-04,Delivered
SH009088,O009088,2023-09-03,2023-09-05,Delivered
SH009089,O009089,2023-09-03,2023-09-12,Delayed
SH009090,O009090,2023-09-02,2023-09-04,Delivered
SH009091,O009091,2023-09-04,2023-09-09,Delivered
SH009092,O009092,2023-09-04,2023-09-07,Delivered
SH009093,O009093,2023-09-03,2023-09-08,Delivered
SH009094,O009094,2023-09-03,2023-09-06,Delivered
SH009095,O009095,2023-09-02,2023-09-04,Delivered
SH009096,O009096,2023-09-03,2023-09-07,Delivered
SH009097,O009097,2023-09-04,2023-09-06,Delivered
SH009098,O009098,2023-09-02,2023-09-07,Delivered
SH009099,O009099,2023-09-02,2023-09-06,Delivered
SH009100,O009100,2023-09-04,2023-09-09,Delivered
SH009101,O009101,2023-09-02,2023-09-14,Delayed
SH009102,O009102,2023-09-04,2023-09-14,Delayed
SH009103,O009103,2023-09-03,2023-09-08,Delivered
SH009104,O009104,2023-09-03,2023-09-05,Delivered
SH009105,O009105,2023-09-04,,Cancelled
SH009106,O009106,2023-09-02,2023-09-06,Delivered
SH009107,O009107,2023-09-04,,Cancelled
SH009108,O009108,2023-09-03,,Cancelled
SH009109,O009109,2023-09-02,2023-09-05,Delivered
SH009110,O009110,2023-09-02,2023-09-06,Delivered
SH009111,O009111,2023-09-04,2023-09-07,Delivered
SH009112,O009112,2023-09-04,2023-09-09,Delivered
SH009113,O009113,2023-09-02,2023-09-05,Delivered
SH009114,O009114,2023-09-02,2023-09-04,Delivered
SH009115,O009115,2023-09-03,2023-09-05,Delivered
SH009116,O009116,2023-09-03,2023-09-08,Delivered
SH009117,O009117,2023-09-04,2023-09-09,Delivered
SH009118,O009118,2023-09-02,2023-09-04,Delivered
SH009119,O009119,2023-09-02,,Cancelled
SH009120,O009120,2023-09-02,2023-09-05,Delivered
SH009121,O009121,2023-09-02,2023-09-05,Delivered
SH009122,O009122,2023-09-02,2023-09-04,Delivered
SH009123,O009123,2023-09-03,2023-09-06,Delivered
SH009124,O009124,2023-09-02,2023-09-05,Delivered
SH009125,O009125,2023-09-03,2023-09-06,Delivered
SH009126,O009126,2023-09-04,2023-09-06,Delivered
SH009127,O009127,2023-09-02,2023-09-04,Delivered
SH009128,O009128,2023-09-04,2023-09-09,Delivered
SH009129,O009129,2023-09-03,2023-09-06,Delivered
SH009130,O009130,2023-09-02,2023-09-04,Delivered
SH009131,O009131,2023-09-03,2023-09-08,Delivered
SH009132,O009132,2023-09-04,2023-09-07,Delivered
SH009133,O009133,2023-09-02,2023-09-05,Delivered
SH009134,O009134,2023-09-03,2023-09-05,Delivered
SH009135,O009135,2023-09-03,2023-09-14,Delayed
SH009136,O009136,2023-09-04,2023-09-09,Delivered
SH009137,O009137,2023-09-02,2023-09-07,Delivered
SH009138,O009138,2023-09-04,2023-09-08,Delivered
SH009139,O009139,2023-09-04,,Cancelled
SH009140,O009140,2023-09-04,2023-09-08,Delivered
SH009141,O009141,2023-09-03,2023-09-05,Delivered
SH009142,O009142,2023-09-04,,Cancelled
SH009143,O009143,2023-09-04,2023-09-08,Delivered
SH009144,O009144,2023-09-03,2023-09-08,Delivered
SH009145,O009145,2023-09-04,2023-09-11,Delayed
SH009146,O009146,2023-09-03,2023-09-09,Delayed
SH009147,O009147,2023-09-02,2023-09-04,Delivered
SH009148,O009148,2023-09-04,2023-09-09,Delivered
SH009149,O009149,2023-09-04,2023-09-08,Delivered
SH009150,O009150,2023-09-02,2023-09-04,Delivered
SH009151,O009151,2023-09-04,2023-09-08,Delivered
SH009152,O009152,2023-09-04,2023-09-06,Delivered
SH009153,O009153,2023-09-02,2023-09-05,Delivered
SH009154,O009154,2023-09-04,2023-09-08,Delivered
SH009155,O009155,2023-09-02,,Cancelled
SH009156,O009156,2023-09-04,2023-09-07,Delivered
SH009157,O009157,2023-09-04,2023-09-09,Delivered
SH009158,O009158,2023-09-02,2023-09-06,Delivered
SH009159,O009159,2023-09-02,2023-09-04,Delivered
SH009160,O009160,2023-09-02,2023-09-07,Delivered
SH009161,O009161,2023-09-04,2023-09-07,Delivered
SH009162,O009162,2023-09-04,,Cancelled
SH009163,O009163,2023-09-04,2023-09-06,Delivered
SH009164,O009164,2023-09-02,2023-09-07,Delivered
SH009165,O009165,2023-09-02,2023-09-04,Delivered
SH009166,O009166,2023-09-02,2023-09-04,Delivered
SH009167,O009167,2023-09-04,2023-09-07,Delivered
SH009168,O009168,2023-09-03,2023-09-15,Delayed
SH009169,O009169,2023-09-02,2023-09-14,Delayed
SH009170,O009170,2023-09-04,2023-09-07,Delivered
SH009171,O009171,2023-09-04,2023-09-09,Delivered
SH009172,O009172,2023-09-02,2023-09-09,Delayed
SH009173,O009173,2023-09-03,2023-09-08,Delivered
SH009174,O009174,2023-09-03,2023-09-08,Delivered
SH009175,O009175,2023-09-02,2023-09-07,Delivered
SH009176,O009176,2023-09-04,2023-09-07,Delivered
SH009177,O009177,2023-09-03,2023-09-05,Delivered
SH009178,O009178,2023-09-03,2023-09-06,Delivered
SH009179,O009179,2023-09-02,2023-09-07,Delivered
SH009180,O009180,2023-09-03,2023-09-07,Delivered
SH009181,O009181,2023-09-04,2023-09-08,Delivered
SH009182,O009182,2023-09-02,2023-09-14,Delayed
SH009183,O009183,2023-09-02,2023-09-04,Delivered
SH009184,O009184,2023-09-02,2023-09-12,Delayed
SH009185,O009185,2023-09-04,2023-09-06,Delivered
SH009186,O009186,2023-09-03,2023-09-08,Delivered
SH009187,O009187,2023-09-04,2023-09-09,Delivered
SH009188,O009188,2023-09-02,2023-09-05,Delivered
SH009189,O009189,2023-09-04,2023-09-07,Delivered
SH009190,O009190,2023-09-04,2023-09-09,Delivered
SH009191,O009191,2023-09-04,2023-09-08,Delivered
SH009192,O009192,2023-09-04,2023-09-06,Delivered
SH009193,O009193,2023-09-04,2023-09-08,Delivered
SH009194,O009194,2023-09-03,2023-09-06,Delivered
SH009195,O009195,2023-09-02,2023-09-05,Delivered
SH009196,O009196,2023-09-02,2023-09-04,Delivered
SH009197,O009197,2023-09-04,2023-09-06,Delivered
SH009198,O009198,2023-09-04,2023-09-06,Delivered
SH009199,O009199,2023-09-04,2023-09-16,Delayed
SH009200,O009200,2023-09-04,2023-09-06,Delivered
SH009201,O009201,2023-09-04,2023-09-06,Delivered
SH009202,O009202,2023-09-04,2023-09-08,Delivered
SH009203,O009203,2023-09-03,2023-09-07,Delivered
SH009204,O009204,2023-09-02,2023-09-06,Delivered
SH009205,O009205,2023-09-04,2023-09-06,Delivered
SH009206,O009206,2023-09-02,2023-09-04,Delivered
SH009207,O009207,2023-09-02,2023-09-06,Delivered
SH009208,O009208,2023-09-03,,Cancelled
SH009209,O009209,2023-09-02,2023-09-05,Delivered
SH009210,O009210,2023-09-03,2023-09-06,Delivered
SH009211,O009211,2023-09-03,2023-09-13,Delayed
SH009212,O009212,2023-09-03,2023-09-06,Delivered
SH009213,O009213,2023-09-02,2023-09-06,Delivered
SH009214,O009214,2023-09-04,2023-09-06,Delivered
SH009215,O009215,2023-09-04,2023-09-11,Delayed
SH009216,O009216,2023-09-04,2023-09-16,Delayed
SH009217,O009217,2023-09-04,2023-09-07,Delivered
SH009218,O009218,2023-09-02,2023-09-07,Delivered
SH009219,O009219,2023-09-02,2023-09-06,Delivered
SH009220,O009220,2023-09-03,2023-09-06,Delivered
SH009221,O009221,2023-09-02,2023-09-14,Delayed
SH009222,O009222,2023-09-04,2023-09-08,Delivered
SH009223,O009223,2023-09-03,2023-09-05,Delivered
SH009224,O009224,2023-09-04,2023-09-09,Delivered
SH009225,O009225,2023-09-03,2023-09-06,Delivered
SH009226,O009226,2023-09-02,2023-09-06,Delivered
SH009227,O009227,2023-09-02,2023-09-05,Delivered
SH009228,O009228,2023-09-04,2023-09-08,Delivered
SH009229,O009229,2023-09-02,2023-09-04,Delivered
SH009230,O009230,2023-09-03,2023-09-07,Delivered
SH009231,O009231,2023-09-04,2023-09-06,Delivered
SH009232,O009232,2023-09-03,2023-09-08,Delivered
SH009233,O009233,2023-09-02,2023-09-07,Delivered
SH009234,O009234,2023-09-03,2023-09-06,Delivered
SH009235,O009235,2023-09-03,2023-09-06,Delivered
SH009236,O009236,2023-09-03,2023-09-07,Delivered
SH009237,O009237,2023-09-04,2023-09-06,Delivered
SH009238,O009238,2023-09-04,2023-09-09,Delivered
SH009239,O009239,2023-09-02,2023-09-06,Delivered
SH009240,O009240,2023-09-02,2023-09-05,Delivered
SH009241,O009241,2023-09-02,2023-09-07,Delivered
SH009242,O009242,2023-09-04,2023-09-08,Delivered
SH009243,O009243,2023-09-02,2023-09-07,Delivered
SH009244,O009244,2023-09-02,2023-09-04,Delivered
SH009245,O009245,2023-09-04,2023-09-08,Delivered
SH009246,O009246,2023-09-03,2023-09-07,Delivered
SH009247,O009247,2023-09-02,2023-09-04,Delivered
SH009248,O009248,2023-09-02,2023-09-05,Delivered
SH009249,O009249,2023-09-04,2023-09-06,Delivered
SH009250,O009250,2023-09-04,2023-09-08,Delivered
SH009251,O009251,2023-09-04,2023-09-06,Delivered
SH009252,O009252,2023-09-03,2023-09-12,Delayed
SH009253,O009253,2023-09-04,,Cancelled
SH009254,O009254,2023-09-03,2023-09-05,Delivered
SH009255,O009255,2023-09-03,2023-09-06,Delivered
SH009256,O009256,2023-09-03,2023-09-08,Delivered
SH009257,O009257,2023-09-03,2023-09-05,Delivered
SH009258,O009258,2023-09-02,2023-09-06,Delivered
SH009259,O009259,2023-09-04,2023-09-06,Delivered
SH009260,O009260,2023-09-02,2023-09-11,Delayed
SH009261,O009261,2023-09-04,2023-09-08,Delivered
SH009262,O009262,2023-09-02,2023-09-07,Delivered
SH009263,O009263,2023-09-02,2023-09-06,Delivered
SH009264,O009264,2023-09-03,2023-09-14,Delayed
SH009265,O009265,2023-09-03,2023-09-06,Delivered
SH009266,O009266,2023-09-02,2023-09-05,Delivered
SH009267,O009267,2023-09-04,2023-09-08,Delivered
SH009268,O009268,2023-09-04,2023-09-09,Delivered
SH009269,O009269,2023-09-03,2023-09-05,Delivered
SH009270,O009270,2023-09-02,2023-09-05,Delivered
SH009271,O009271,2023-09-03,2023-09-05,Delivered
SH009272,O009272,2023-09-04,2023-09-07,Delivered
SH009273,O009273,2023-09-02,,Cancelled
SH009274,O009274,2023-09-04,2023-09-07,Delivered
SH009275,O009275,2023-09-02,2023-09-05,Delivered
SH009276,O009276,2023-09-02,2023-09-04,Delivered
SH009277,O009277,2023-09-04,2023-09-08,Delivered
SH009278,O009278,2023-09-03,2023-09-05,Delivered
SH009279,O009279,2023-09-02,2023-09-06,Delivered
SH009280,O009280,2023-09-04,2023-09-07,Delivered
SH009281,O009281,2023-09-04,2023-09-09,Delivered
SH009282,O009282,2023-09-02,2023-09-05,Delivered
SH009283,O009283,2023-09-02,2023-09-05,Delivered
SH009284,O009284,2023-09-02,,Cancelled
SH009285,O009285,2023-09-02,2023-09-07,Delivered
SH009286,O009286,2023-09-02,2023-09-04,Delivered
SH009287,O009287,2023-09-04,2023-09-07,Delivered
SH009288,O009288,2023-09-04,2023-09-06,Delivered
SH009289,O009289,2023-09-03,2023-09-08,Delivered
SH009290,O009290,2023-09-03,2023-09-08,Delivered
SH009291,O009291,2023-09-03,2023-09-10,Delayed
SH009292,O009292,2023-09-03,,Cancelled
SH009293,O009293,2023-09-04,2023-09-12,Delayed
SH009294,O009294,2023-09-03,2023-09-07,Delivered
SH009295,O009295,2023-09-04,2023-09-07,Delivered
SH009296,O009296,2023-09-02,,Cancelled
SH009297,O009297,2023-09-03,2023-09-08,Delivered
