po_id,supplier_id,product_id,order_date,expected_date,received_date,quantity,unit_cost,delay_days
PO002749,S014,P004,2023-07-01,2023-07-16,2023-07-16,186,105.18,0
PO002750,S008,P014,2023-07-01,2023-07-09,2023-07-11,99,239.69,2
PO002751,S014,P018,2023-07-01,2023-07-20,2023-07-20,331,967.35,0
PO002752,S008,P011,2023-07-01,2023-07-12,2023-07-12,182,631.26,0
PO002753,S004,P038,2023-07-01,2023-07-06,2023-07-06,73,721.51,0
PO002754,S015,P014,2023-07-01,2023-07-17,2023-07-23,369,239.69,6
PO002755,S007,P048,2023-07-01,2023-07-10,2023-07-10,391,782.42,0
PO002756,S001,P012,2023-07-01,2023-07-08,2023-07-08,73,327.54,0
PO002757,S005,P017,2023-07-01,2023-07-06,2023-07-06,108,111.8,0
PO002758,S002,P042,2023-07-01,2023-07-08,2023-07-08,116,364.35,0
PO002759,S011,P011,2023-07-01,2023-07-21,2023-07-21,399,631.26,0
PO002760,S003,P027,2023-07-01,2023-07-06,2023-07-06,178,942.52,0
PO002761,S003,P001,2023-07-01,2023-07-07,2023-07-07,349,405.81,0
PO002762,S005,P025,2023-07-01,2023-07-06,2023-07-13,359,569.37,7
PO002763,S008,P038,2023-07-01,2023-07-10,2023-07-10,469,721.51,0
PO002764,S011,P031,2023-07-01,2023-07-17,2023-07-19,214,419.24,2
PO002765,S012,P014,2023-07-01,2023-07-18,2023-07-18,426,239.69,0
PO002766,S006,P019,2023-07-01,2023-07-11,2023-07-11,311,339.38,0
PO002767,S013,P017,2023-07-01,2023-07-18,2023-07-18,427,111.8,0
PO002768,S015,P047,2023-07-01,2023-07-21,2023-07-29,63,772.75,8
PO002769,S013,P005,2023-07-01,2023-07-21,2023-07-21,291,621.06,0
PO002770,S009,P048,2023-07-01,2023-07-09,2023-07-09,63,782.42,0
PO002771,S008,P018,2023-07-01,2023-07-10,2023-07-15,242,967.35,5
PO002772,S012,P024,2023-07-01,2023-07-21,2023-07-21,242,346.13,0
PO002773,S002,P038,2023-07-01,2023-07-07,2023-07-07,83,721.51,0
PO002774,S002,P037,2023-07-01,2023-07-06,2023-07-06,428,55.25,0
PO002775,S012,P001,2023-07-01,2023-07-20,2023-07-20,204,405.81,0
PO002776,S002,P012,2023-07-01,2023-07-07,2023-07-07,337,327.54,0
PO002777,S010,P044,2023-07-01,2023-07-11,2023-07-11,341,743.13,0
PO002778,S015,P004,2023-07-01,2023-07-17,2023-07-17,244,105.18,0
PO002779,S010,P023,2023-07-01,2023-07-11,2023-07-11,119,295.84,0
PO002780,S004,P005,2023-07-01,2023-07-06,2023-07-06,136,621.06,0
PO002781,S012,P049,2023-07-01,2023-07-20,2023-07-20,89,546.6,0
PO002782,S008,P041,2023-07-01,2023-07-11,2023-07-11,251,869.95,0
PO002783,S001,P031,2023-07-01,2023-07-08,2023-07-08,330,419.24,0
PO002784,S010,P046,2023-07-01,2023-07-10,2023-07-10,93,163.61,0
PO002785,S006,P025,2023-07-01,2023-07-09,2023-07-09,350,569.37,0
PO002786,S011,P019,2023-07-01,2023-07-20,2023-07-20,241,339.38,0
PO002787,S001,P001,2023-07-01,2023-07-08,2023-07-08,317,405.81,0
PO002788,S004,P018,2023-07-01,2023-07-08,2023-07-08,244,967.35,0
PO002789,S002,P047,2023-07-01,2023-07-07,2023-07-07,201,772.75,0
PO002790,S013,P036,2023-07-01,2023-07-18,2023-07-18,458,783.63,0
PO002791,S015,P017,2023-07-01,2023-07-16,2023-07-16,113,111.8,0
PO002792,S006,P036,2023-07-01,2023-07-09,2023-07-09,258,783.63,0
PO002793,S003,P027,2023-07-01,2023-07-06,2023-07-06,321,942.52,0
PO002794,S013,P025,2023-07-01,2023-07-19,2023-07-19,426,569.37,0
PO002795,S010,P028,2023-07-01,2023-07-10,2023-07-10,384,618.0,0
PO002796,S011,P003,2023-07-01,2023-07-19,2023-07-19,252,198.22,0
PO002797,S013,P023,2023-07-01,2023-07-19,2023-07-19,447,295.84,0
PO002798,S012,P001,2023-07-01,2023-07-18,2023-07-18,242,405.81,0
PO002799,S002,P031,2023-07-01,2023-07-07,2023-07-07,478,419.24,0
PO002800,S011,P014,2023-07-01,2023-07-17,2023-07-17,243,239.69,0
PO002801,S002,P037,2023-07-01,2023-07-08,2023-07-15,365,55.25,7
PO002802,S008,P049,2023-07-01,2023-07-13,2023-07-13,412,546.6,0
PO002803,S005,P041,2023-07-01,2023-07-06,2023-07-06,357,869.95,0
PO002804,S010,P006,2023-07-01,2023-07-09,2023-07-11,418,69.56,2
PO002805,S001,P030,2023-07-01,2023-07-06,2023-07-06,85,92.97,0
PO002806,S007,P025,2023-07-01,2023-07-09,2023-07-09,243,569.37,0
PO002807,S015,P033,2023-07-01,2023-07-19,2023-07-19,458,316.89,0
PO002808,S002,P050,2023-07-01,2023-07-07,2023-07-07,305,74.15,0
PO002809,S006,P043,2023-07-01,2023-07-10,2023-07-10,332,345.43,0
PO002810,S008,P002,2023-07-01,2023-07-11,2023-07-11,209,745.39,0
PO002811,S008,P039,2023-07-01,2023-07-11,2023-07-11,263,782.71,0
PO002812,S002,P006,2023-07-01,2023-07-07,2023-07-07,392,69.56,0
PO002813,S013,P048,2023-07-01,2023-07-18,2023-07-25,428,782.42,7
PO002814,S005,P009,2023-07-01,2023-07-08,2023-07-18,103,339.03,10
PO002815,S002,P016,2023-07-01,2023-07-07,2023-07-07,197,627.17,0
PO002816,S002,P047,2023-07-01,2023-07-08,2023-07-08,248,772.75,0
PO002817,S009,P049,2023-07-01,2023-07-11,2023-07-20,179,546.6,9
PO002818,S002,P012,2023-07-01,2023-07-07,2023-07-07,301,327.54,0
PO002819,S009,P005,2023-07-01,2023-07-09,2023-07-09,174,621.06,0
PO002820,S009,P045,2023-07-01,2023-07-09,2023-07-09,223,892.85,0
PO002821,S001,P044,2023-07-01,2023-07-06,2023-07-06,384,743.13,0
PO002822,S001,P035,2023-07-01,2023-07-06,2023-07-13,425,120.82,7
PO002823,S008,P003,2023-07-01,2023-07-11,2023-07-14,57,198.22,3
PO002824,S013,P045,2023-07-01,2023-07-20,2023-07-24,271,892.85,4
PO002825,S005,P006,2023-07-01,2023-07-06,2023-07-06,147,69.56,0
PO002826,S013,P022,2023-07-01,2023-07-19,2023-07-26,222,82.67,7
PO002827,S003,P023,2023-07-01,2023-07-06,2023-07-06,472,295.84,0
PO002828,S001,P048,2023-07-01,2023-07-08,2023-07-13,200,782.42,5
PO002829,S010,P042,2023-07-01,2023-07-13,2023-07-13,320,364.35,0
PO002830,S014,P032,2023-07-01,2023-07-17,2023-07-17,359,837.3,0
PO002831,S006,P043,2023-07-01,2023-07-11,2023-07-11,252,345.43,0
PO002832,S013,P034,2023-07-01,2023-07-17,2023-07-17,394,183.88,0
PO002833,S006,P015,2023-07-01,2023-07-10,2023-07-10,75,612.79,0
PO002834,S008,P006,2023-07-01,2023-07-13,2023-07-13,382,69.56,0
PO002835,S011,P006,2023-07-01,2023-07-16,2023-07-16,352,69.56,0
PO002836,S004,P026,2023-07-01,2023-07-08,2023-07-08,184,971.11,0
PO002837,S003,P041,2023-07-01,2023-07-07,2023-07-07,102,869.95,0
PO002838,S009,P018,2023-07-01,2023-07-10,2023-07-10,316,967.35,0
PO002839,S009,P034,2023-07-01,2023-07-10,2023-07-10,388,183.88,0
PO002840,S003,P015,2023-07-01,2023-07-08,2023-07-08,64,612.79,0
PO002841,S005,P015,2023-07-01,2023-07-06,2023-07-06,262,612.79,0
PO002842,S008,P019,2023-07-01,2023-07-11,2023-07-11,248,339.38,0
PO002843,S009,P048,2023-07-01,2023-07-13,2023-07-13,175,782.42,0
PO002844,S009,P015,2023-07-01,2023-07-13,2023-07-13,209,612.79,0
PO002845,S012,P011,2023-07-01,2023-07-18,2023-07-18,465,631.26,0
PO002846,S014,P035,2023-07-01,2023-07-19,2023-07-19,309,120.82,0
PO002847,S004,P044,2023-07-01,2023-07-06,2023-07-06,59,743.13,0
PO002848,S003,P030,2023-07-01,2023-07-08,2023-07-08,171,92.97,0
PO002849,S013,P050,2023-07-01,2023-07-21,2023-07-21,312,74.15,0
PO002850,S012,P001,2023-07-01,2023-07-21,2023-07-21,346,405.81,0
PO002851,S001,P005,2023-07-01,2023-07-08,2023-07-08,173,621.06,0
PO002852,S012,P008,2023-07-01,2023-07-18,2023-07-18,281,222.73,0
PO002853,S011,P037,2023-07-01,2023-07-18,2023-07-18,88,55.25,0
PO002854,S010,P037,2023-07-01,2023-07-12,2023-07-20,362,55.25,8
PO002855,S006,P005,2023-07-01,2023-07-11,2023-07-11,349,621.06,0
PO002856,S002,P029,2023-07-01,2023-07-06,2023-07-06,448,134.07,0
PO002857,S001,P025,2023-07-01,2023-07-08,2023-07-08,366,569.37,0
PO002858,S004,P026,2023-07-01,2023-07-08,2023-07-08,261,971.11,0
PO002859,S006,P017,2023-07-01,2023-07-09,2023-07-09,347,111.8,0
PO002860,S008,P044,2023-07-01,2023-07-12,2023-07-12,138,743.13,0
PO002861,S005,P043,2023-07-01,2023-07-07,2023-07-07,202,345.43,0
PO002862,S006,P012,2023-07-01,2023-07-11,2023-07-11,380,327.54,0
PO002863,S008,P044,2023-07-01,2023-07-11,2023-07-11,185,743.13,0
PO002864,S006,P002,2023-07-01,2023-07-10,2023-07-10,483,745.39,0
PO002865,S006,P030,2023-07-01,2023-07-13,2023-07-13,231,92.97,0
PO002866,S013,P004,2023-07-01,2023-07-18,2023-07-18,100,105.18,0
PO002867,S004,P045,2023-07-01,2023-07-07,2023-07-07,383,892.85,0
PO002868,S004,P011,2023-07-01,2023-07-06,2023-07-06,371,631.26,0
PO002869,S002,P008,2023-07-01,2023-07-06,2023-07-06,345,222.73,0
PO002870,S005,P025,2023-07-01,2023-07-06,2023-07-06,233,569.37,0
PO002871,S009,P020,2023-07-01,2023-07-13,2023-07-15,403,700.02,2
PO002872,S014,P040,2023-07-01,2023-07-18,2023-07-18,314,390.54,0
PO002873,S015,P040,2023-07-01,2023-07-18,2023-07-18,203,390.54,0
PO002874,S010,P003,2023-07-01,2023-07-10,2023-07-10,361,198.22,0
PO002875,S010,P038,2023-07-01,2023-07-10,2023-07-10,249,721.51,0
PO002876,S004,P022,2023-07-01,2023-07-06,2023-07-06,198,82.67,0
PO002877,S007,P035,2023-07-01,2023-07-12,2023-07-12,126,120.82,0
PO002878,S008,P014,2023-07-01,2023-07-12,2023-07-12,433,239.69,0
PO002879,S008,P042,2023-07-01,2023-07-11,2023-07-11,494,364.35,0
PO002880,S015,P012,2023-07-01,2023-07-17,2023-07-17,276,327.54,0
PO002881,S009,P013,2023-07-01,2023-07-11,2023-07-11,163,483.27,0
PO002882,S011,P046,2023-07-01,2023-07-18,2023-07-18,123,163.61,0
PO002883,S014,P041,2023-07-01,2023-07-21,2023-07-22,68,869.95,1
PO002884,S015,P009,2023-07-01,2023-07-20,2023-07-27,51,339.03,7
PO002885,S006,P034,2023-07-01,2023-07-10,2023-07-10,68,183.88,0
PO002886,S003,P014,2023-07-01,2023-07-07,2023-07-07,188,239.69,0
PO002887,S001,P029,2023-07-01,2023-07-07,2023-07-07,186,134.07,0
PO002888,S008,P039,2023-07-01,2023-07-10,2023-07-10,89,782.71,0
PO002889,S014,P033,2023-07-01,2023-07-16,2023-07-17,234,316.89,1
PO002890,S007,P027,2023-07-01,2023-07-09,2023-07-09,419,942.52,0
PO002891,S005,P004,2023-07-01,2023-07-07,2023-07-07,194,105.18,0
PO002892,S005,P041,2023-07-01,2023-07-07,2023-07-07,319,869.95,0
PO002893,S012,P025,2023-07-01,2023-07-21,2023-07-21,165,569.37,0
PO002894,S007,P017,2023-07-01,2023-07-10,2023-07-10,180,111.8,0
PO002895,S003,P046,2023-07-01,2023-07-06,2023-07-06,189,163.61,0
PO002896,S002,P028,2023-07-01,2023-07-07,2023-07-07,75,618.0,0
PO002897,S003,P050,2023-07-01,2023-07-08,2023-07-08,293,74.15,0
PO002898,S012,P050,2023-07-01,2023-07-16,2023-07-16,131,74.15,0
PO002899,S008,P029,2023-07-01,2023-07-09,2023-07-09,467,134.07,0
PO002900,S007,P011,2023-07-01,2023-07-13,2023-07-13,109,631.26,0
PO002901,S013,P024,2023-07-01,2023-07-16,2023-07-16,344,346.13,0
PO002902,S011,P029,2023-07-01,2023-07-20,2023-07-20,229,134.07,0
PO002903,S006,P046,2023-07-01,2023-07-11,2023-07-11,122,163.61,0
PO002904,S002,P026,2023-07-01,2023-07-07,2023-07-07,271,971.11,0
PO002905,S002,P019,2023-07-01,2023-07-08,2023-07-08,490,339.38,0
PO002906,S012,P039,2023-07-01,2023-07-16,2023-07-16,413,782.71,0
PO002907,S003,P018,2023-07-01,2023-07-07,2023-07-07,437,967.35,0
PO002908,S015,P019,2023-07-01,2023-07-21,2023-07-31,404,339.38,10
PO002909,S011,P045,2023-07-01,2023-07-19,2023-07-19,246,892.85,0
PO002910,S005,P035,2023-07-01,2023-07-07,2023-07-07,111,120.82,0
PO002911,S002,P017,2023-07-01,2023-07-08,2023-07-08,360,111.8,0
PO002912,S006,P029,2023-07-01,2023-07-12,2023-07-12,267,134.07,0
PO002913,S008,P031,2023-07-01,2023-07-13,2023-07-18,271,419.24,5
PO002914,S008,P045,2023-07-01,2023-07-12,2023-07-12,147,892.85,0
PO002915,S005,P029,2023-07-01,2023-07-07,2023-07-07,173,134.07,0
PO002916,S005,P015,2023-07-01,2023-07-07,2023-07-07,171,612.79,0
PO002917,S001,P035,2023-07-01,2023-07-06,2023-07-08,338,120.82,2
PO002918,S006,P019,2023-07-01,2023-07-11,2023-07-11,422,339.38,0
PO002919,S006,P042,2023-07-01,2023-07-12,2023-07-12,358,364.35,0
PO002920,S015,P034,2023-07-01,2023-07-19,2023-07-28,407,183.88,9
PO002921,S006,P049,2023-07-01,2023-07-09,2023-07-12,202,546.6,3
PO002922,S007,P029,2023-07-01,2023-07-11,2023-07-11,474,134.07,0
PO002923,S015,P050,2023-07-01,2023-07-21,2023-07-21,438,74.15,0
PO002924,S014,P032,2023-07-01,2023-07-16,2023-07-16,161,837.3,0
PO002925,S015,P024,2023-07-01,2023-07-21,2023-07-21,375,346.13,0
PO002926,S010,P044,2023-07-01,2023-07-11,2023-07-11,267,743.13,0
PO002927,S003,P034,2023-07-01,2023-07-07,2023-07-07,247,183.88,0
PO002928,S008,P036,2023-07-01,2023-07-09,2023-07-09,196,783.63,0
PO002929,S014,P037,2023-07-01,2023-07-18,2023-07-24,210,55.25,6
PO002930,S008,P046,2023-07-01,2023-07-12,2023-07-12,100,163.61,0
PO002931,S003,P001,2023-07-01,2023-07-06,2023-07-06,91,405.81,0
PO002932,S011,P016,2023-07-01,2023-07-20,2023-07-28,74,627.17,8
PO002933,S009,P007,2023-07-01,2023-07-09,2023-07-09,176,840.82,0
PO002934,S004,P037,2023-07-01,2023-07-07,2023-07-07,193,55.25,0
PO002935,S012,P026,2023-07-01,2023-07-21,2023-07-21,359,971.11,0
PO002936,S011,P011,2023-07-01,2023-07-16,2023-07-16,60,631.26,0
PO002937,S013,P009,2023-07-01,2023-07-17,2023-07-17,55,339.03,0
PO002938,S002,P010,2023-07-01,2023-07-06,2023-07-06,232,460.35,0
PO002939,S002,P044,2023-07-01,2023-07-06,2023-07-06,374,743.13,0
PO002940,S013,P039,2023-07-01,2023-07-21,2023-07-21,364,782.71,0
PO002941,S003,P029,2023-08-01,2023-08-07,2023-08-07,155,134.07,0
PO002942,S010,P049,2023-08-01,2023-08-09,2023-08-09,122,546.6,0
PO002943,S005,P046,2023-08-01,2023-08-06,2023-08-06,438,163.61,0
PO002944,S014,P006,2023-08-01,2023-08-21,2023-08-21,122,69.56,0
PO002945,S014,P027,2023-08-01,2023-08-16,2023-08-23,406,942.52,7
PO002946,S004,P015,2023-08-01,2023-08-06,2023-08-06,215,612.79,0
PO002947,S003,P008,2023-08-01,2023-08-07,2023-08-07,372,222.73,0
PO002948,S001,P023,2023-08-01,2023-08-07,2023-08-07,230,295.84,0
PO002949,S005,P047,2023-08-01,2023-08-08,2023-08-08,415,772.75,0
PO002950,S012,P037,2023-08-01,2023-08-17,2023-08-17,244,55.25,0
PO002951,S011,P016,2023-08-01,2023-08-18,2023-08-18,213,627.17,0
PO002952,S001,P022,2023-08-01,2023-08-07,2023-08-07,177,82.67,0
PO002953,S012,P038,2023-08-01,2023-08-20,2023-08-20,256,721.51,0
PO002954,S004,P030,2023-08-01,2023-08-06,2023-08-06,304,92.97,0
PO002955,S010,P011,2023-08-01,2023-08-12,2023-08-12,455,631.26,0
PO002956,S001,P035,2023-08-01,2023-08-06,2023-08-06,393,120.82,0
PO002957,S009,P013,2023-08-01,2023-08-11,2023-08-11,455,483.27,0
PO002958,S014,P029,2023-08-01,2023-08-21,2023-08-22,460,134.07,1
PO002959,S009,P009,2023-08-01,2023-08-10,2023-08-10,216,339.03,0
PO002960,S003,P042,2023-08-01,2023-08-08,2023-08-08,270,364.35,0
PO002961,S006,P040,2023-08-01,2023-08-11,2023-08-11,457,390.54,0
PO002962,S014,P050,2023-08-01,2023-08-16,2023-08-16,265,74.15,0
PO002963,S014,P041,2023-08-01,2023-08-20,2023-08-20,491,869.95,0
PO002964,S007,P021,2023-08-01,2023-08-13,2023-08-13,147,165.94,0
PO002965,S003,P029,2023-08-01,2023-08-06,2023-08-06,136,134.07,0
PO002966,S010,P035,2023-08-01,2023-08-11,2023-08-12,317,120.82,1
PO002967,S005,P033,2023-08-01,2023-08-06,2023-08-06,63,316.89,0
PO002968,S003,P033,2023-08-01,2023-08-08,2023-08-08,295,316.89,0
PO002969,S001,P023,2023-08-01,2023-08-06,2023-08-06,435,295.84,0
PO002970,S012,P024,2023-08-01,2023-08-20,2023-08-20,307,346.13,0
PO002971,S005,P032,2023-08-01,2023-08-07,2023-08-07,295,837.3,0
PO002972,S013,P042,2023-08-01,2023-08-16,2023-08-20,390,364.35,4
PO002973,S012,P038,2023-08-01,2023-08-19,2023-08-19,425,721.51,0
PO002974,S006,P018,2023-08-01,2023-08-12,2023-08-14,383,967.35,2
PO002975,S009,P006,2023-08-01,2023-08-09,2023-08-09,319,69.56,0
PO002976,S010,P001,2023-08-01,2023-08-09,2023-08-09,364,405.81,0
PO002977,S015,P048,2023-08-01,2023-08-18,2023-08-22,428,782.42,4
PO002978,S015,P001,2023-08-01,2023-08-20,2023-08-20,389,405.81,0
PO002979,S003,P011,2023-08-01,2023-08-08,2023-08-08,400,631.26,0
PO002980,S007,P040,2023-08-01,2023-08-13,2023-08-13,134,390.54,0
PO002981,S014,P025,2023-08-01,2023-08-21,2023-08-21,488,569.37,0
PO002982,S008,P008,2023-08-01,2023-08-11,2023-08-11,180,222.73,0
PO002983,S009,P039,2023-08-01,2023-08-11,2023-08-11,74,782.71,0
PO002984,S007,P042,2023-08-01,2023-08-11,2023-08-11,392,364.35,0
PO002985,S003,P044,2023-08-01,2023-08-07,2023-08-07,78,743.13,0
PO002986,S015,P045,2023-08-01,2023-08-19,2023-08-28,481,892.85,9
PO002987,S001,P044,2023-08-01,2023-08-06,2023-08-06,314,743.13,0
PO002988,S004,P044,2023-08-01,2023-08-07,2023-08-14,362,743.13,7
PO002989,S005,P040,2023-08-01,2023-08-07,2023-08-07,473,390.54,0
PO002990,S013,P028,2023-08-01,2023-08-21,2023-08-21,424,618.0,0
PO002991,S005,P010,2023-08-01,2023-08-06,2023-08-06,482,460.35,0
PO002992,S015,P030,2023-08-01,2023-08-20,2023-08-24,433,92.97,4
PO002993,S007,P009,2023-08-01,2023-08-10,2023-08-10,291,339.03,0
PO002994,S010,P001,2023-08-01,2023-08-09,2023-08-09,464,405.81,0
PO002995,S006,P040,2023-08-01,2023-08-13,2023-08-13,416,390.54,0
PO002996,S005,P001,2023-08-01,2023-08-06,2023-08-06,135,405.81,0
PO002997,S011,P013,2023-08-01,2023-08-19,2023-08-19,380,483.27,0
PO002998,S007,P019,2023-08-01,2023-08-13,2023-08-13,437,339.38,0
PO002999,S015,P042,2023-08-01,2023-08-18,2023-08-18,395,364.35,0
PO003000,S013,P044,2023-08-01,2023-08-20,2023-08-20,224,743.13,0
PO003001,S001,P027,2023-08-01,2023-08-06,2023-08-06,175,942.52,0
PO003002,S006,P021,2023-08-01,2023-08-13,2023-08-13,274,165.94,0
PO003003,S014,P014,2023-08-01,2023-08-21,2023-08-21,462,239.69,0
PO003004,S014,P042,2023-08-01,2023-08-18,2023-08-18,67,364.35,0
PO003005,S011,P011,2023-08-01,2023-08-19,2023-08-20,57,631.26,1
PO003006,S009,P002,2023-08-01,2023-08-11,2023-08-11,388,745.39,0
PO003007,S013,P036,2023-08-01,2023-08-17,2023-08-17,447,783.63,0
PO003008,S003,P047,2023-08-01,2023-08-08,2023-08-08,173,772.75,0
PO003009,S006,P045,2023-08-01,2023-08-10,2023-08-10,219,892.85,0
PO003010,S001,P010,2023-08-01,2023-08-06,2023-08-06,246,460.35,0
PO003011,S004,P019,2023-08-01,2023-08-07,2023-08-07,473,339.38,0
PO003012,S013,P013,2023-08-01,2023-08-19,2023-08-19,461,483.27,0
PO003013,S013,P004,2023-08-01,2023-08-16,2023-08-16,498,105.18,0
PO003014,S003,P023,2023-08-01,2023-08-06,2023-08-06,401,295.84,0
PO003015,S005,P035,2023-08-01,2023-08-07,2023-08-07,457,120.82,0
PO003016,S010,P006,2023-08-01,2023-08-10,2023-08-10,486,69.56,0
PO003017,S010,P049,2023-08-01,2023-08-10,2023-08-10,90,546.6,0
PO003018,S007,P047,2023-08-01,2023-08-12,2023-08-12,236,772.75,0
PO003019,S013,P047,2023-08-01,2023-08-21,2023-08-21,274,772.75,0
PO003020,S008,P038,2023-08-01,2023-08-12,2023-08-12,173,721.51,0
PO003021,S013,P045,2023-08-01,2023-08-16,2023-08-16,297,892.85,0
PO003022,S010,P043,2023-08-01,2023-08-12,2023-08-22,252,345.43,10
PO003023,S001,P036,2023-08-01,2023-08-07,2023-08-07,418,783.63,0
PO003024,S001,P036,2023-08-01,2023-08-08,2023-08-08,274,783.63,0
PO003025,S006,P039,2023-08-01,2023-08-10,2023-08-10,183,782.71,0
PO003026,S003,P024,2023-08-01,2023-08-07,2023-08-07,181,346.13,0
PO003027,S009,P041,2023-08-01,2023-08-13,2023-08-13,477,869.95,0
PO003028,S008,P021,2023-08-01,2023-08-12,2023-08-12,217,165.94,0
PO003029,S013,P022,2023-08-01,2023-08-16,2023-08-21,377,82.67,5
PO003030,S013,P046,2023-08-01,2023-08-19,2023-08-19,416,163.61,0
PO003031,S004,P003,2023-08-01,2023-08-06,2023-08-13,475,198.22,7
PO003032,S008,P029,2023-08-01,2023-08-11,2023-08-11,206,134.07,0
PO003033,S004,P005,2023-08-01,2023-08-06,2023-08-06,358,621.06,0
PO003034,S015,P015,2023-08-01,2023-08-20,2023-08-22,157,612.79,2
PO003035,S005,P043,2023-08-01,2023-08-06,2023-08-06,322,345.43,0
PO003036,S009,P034,2023-08-01,2023-08-11,2023-08-11,322,183.88,0
PO003037,S008,P025,2023-08-01,2023-08-10,2023-08-10,248,569.37,0
PO003038,S007,P041,2023-08-01,2023-08-13,2023-08-13,463,869.95,0
PO003039,S008,P036,2023-08-01,2023-08-09,2023-08-09,315,783.63,0
PO003040,S007,P014,2023-08-01,2023-08-13,2023-08-13,282,239.69,0
PO003041,S005,P050,2023-08-01,2023-08-07,2023-08-07,330,74.15,0
PO003042,S001,P049,2023-08-01,2023-08-07,2023-08-07,320,546.6,0
PO003043,S013,P019,2023-08-01,2023-08-16,2023-08-23,158,339.38,7
PO003044,S006,P028,2023-08-01,2023-08-10,2023-08-10,260,618.0,0
PO003045,S015,P050,2023-08-01,2023-08-17,2023-08-17,125,74.15,0
PO003046,S007,P017,2023-08-01,2023-08-12,2023-08-12,84,111.8,0
PO003047,S010,P012,2023-08-01,2023-08-13,2023-08-16,64,327.54,3
PO003048,S006,P002,2023-08-01,2023-08-11,2023-08-11,394,745.39,0
PO003049,S007,P049,2023-08-01,2023-08-11,2023-08-14,235,546.6,3
PO003050,S011,P019,2023-08-01,2023-08-17,2023-08-17,492,339.38,0
PO003051,S013,P006,2023-08-01,2023-08-21,2023-08-21,462,69.56,0
PO003052,S010,P020,2023-08-01,2023-08-13,2023-08-13,367,700.02,0
PO003053,S008,P045,2023-08-01,2023-08-10,2023-08-10,407,892.85,0
PO003054,S001,P035,2023-08-01,2023-08-07,2023-08-07,244,120.82,0
PO003055,S008,P020,2023-08-01,2023-08-10,2023-08-10,109,700.02,0
PO003056,S009,P050,2023-08-01,2023-08-13,2023-08-13,379,74.15,0
PO003057,S008,P029,2023-08-01,2023-08-11,2023-08-12,346,134.07,1
PO003058,S006,P021,2023-08-01,2023-08-09,2023-08-09,382,165.94,0
PO003059,S001,P002,2023-08-01,2023-08-06,2023-08-06,212,745.39,0
PO003060,S011,P044,2023-08-01,2023-08-19,2023-08-19,339,743.13,0
PO003061,S011,P024,2023-08-01,2023-08-21,2023-08-31,205,346.13,10
PO003062,S003,P040,2023-08-01,2023-08-06,2023-08-06,325,390.54,0
PO003063,S011,P034,2023-08-01,2023-08-17,2023-08-17,400,183.88,0
PO003064,S007,P016,2023-08-01,2023-08-09,2023-08-09,136,627.17,0
PO003065,S014,P008,2023-08-01,2023-08-18,2023-08-18,194,222.73,0
PO003066,S011,P002,2023-08-01,2023-08-19,2023-08-19,120,745.39,0
PO003067,S008,P035,2023-08-01,2023-08-13,2023-08-13,372,120.82,0
PO003068,S001,P009,2023-08-01,2023-08-07,2023-08-07,467,339.03,0
PO003069,S008,P027,2023-08-01,2023-08-09,2023-08-09,489,942.52,0
PO003070,S014,P040,2023-08-01,2023-08-19,2023-08-29,245,390.54,10
PO003071,S010,P002,2023-08-01,2023-08-13,2023-08-13,258,745.39,0
PO003072,S009,P015,2023-08-01,2023-08-10,2023-08-10,93,612.79,0
PO003073,S002,P043,2023-08-01,2023-08-08,2023-08-08,349,345.43,0
PO003074,S005,P029,2023-08-01,2023-08-07,2023-08-07,323,134.07,0
PO003075,S014,P045,2023-08-01,2023-08-21,2023-08-21,278,892.85,0
PO003076,S001,P011,2023-08-01,2023-08-06,2023-08-06,461,631.26,0
PO003077,S012,P005,2023-08-01,2023-08-19,2023-08-27,461,621.06,8
PO003078,S008,P042,2023-08-01,2023-08-13,2023-08-13,170,364.35,0
PO003079,S003,P019,2023-08-01,2023-08-06,2023-08-06,372,339.38,0
PO003080,S005,P011,2023-08-01,2023-08-07,2023-08-07,81,631.26,0
PO003081,S001,P011,2023-08-01,2023-08-07,2023-08-07,377,631.26,0
PO003082,S005,P023,2023-08-01,2023-08-08,2023-08-08,139,295.84,0
PO003083,S004,P007,2023-08-01,2023-08-08,2023-08-08,449,840.82,0
PO003084,S015,P030,2023-08-01,2023-08-21,2023-08-22,91,92.97,1
PO003085,S009,P050,2023-08-01,2023-08-11,2023-08-11,211,74.15,0
PO003086,S008,P019,2023-08-01,2023-08-13,2023-08-15,391,339.38,2
PO003087,S004,P013,2023-08-01,2023-08-07,2023-08-07,409,483.27,0
PO003088,S012,P015,2023-08-01,2023-08-18,2023-08-28,284,612.79,10
PO003089,S012,P008,2023-08-01,2023-08-17,2023-08-17,218,222.73,0
PO003090,S001,P021,2023-08-01,2023-08-06,2023-08-06,175,165.94,0
PO003091,S012,P017,2023-08-01,2023-08-20,2023-08-20,362,111.8,0
PO003092,S004,P028,2023-08-01,2023-08-08,2023-08-08,58,618.0,0
PO003093,S015,P032,2023-08-01,2023-08-19,2023-08-19,239,837.3,0
PO003094,S001,P012,2023-08-01,2023-08-07,2023-08-07,221,327.54,0
PO003095,S012,P005,2023-08-01,2023-08-16,2023-08-22,313,621.06,6
PO003096,S002,P036,2023-08-01,2023-08-08,2023-08-08,457,783.63,0
